rank,score,record_id,patent_id,domain,title,abstract,candidate_type,source
36,0.1,48180384,48180384,hydrogen-storage-technology-ablnocorp,Home fuel cell boiler system having combustion catalysis device,"The present invention relates to a domestic fuel cell boiler system having a catalytic combustor. This is the fuel cell stack 23 in the home fuel cell boiler system 3 in which fuel from the fuel supply unit 21 is supplied as hydrogen gas through the reformer 22 to generate electricity in the fuel cell stack 23. A catalyst combustor 31 receiving combustion gas discharged from the combustion gas and burning the catalyst by a catalytic reaction, and injecting the fuel supplied from the fuel supply part 21 to further burn the catalyst by the catalytic reaction when hot water is needed; A reaction heat exchanger (32) for transferring heat generated in the combustion process of the catalytic combustor (31) to the reformer (22) normally; And a hot water heat exchanger 33 for receiving hot water from the reaction heat heat exchanger 32 to generate hot water when necessary. As a result, there is no emission of pollutants, no need for a separate hot water storage tank and auxiliary boiler for waste heat recovery, an improvement in fuel cell power generation efficiency, and a reduction in the volume of the entire system. Provide effect.",easy_negative,out_of_domain
37,0.1,68492122,68492122,hydrogen-storage-technology-ablnocorp,A kind of fuel cell system hydrogen gas recovering device,"A kind of fuel cell system hydrogen gas recovering device, comprising: turbine-driven set is provided with air-in；Hydrogen compression set is drivingly connected with turbine-driven set, is provided with hydrogen inlet and hydrogen outlet；Fuel cell, it is provided with the output end of the input terminal of hydrogen, the input terminal of the output end of hydrogen and air, air, wherein, the input terminal of the hydrogen of fuel cell is connected to the hydrogen outlet of hydrogen compression set, the hydrogen output end of fuel cell is connected to the hydrogen inlet of hydrogen compression set, and the air output end of fuel cell is connected to the air-in of turbine-driven set.Using such fuel cell system hydrogen gas recovering device, reduces fuel battery engines from power consumption, increase the power density and the output of fuel cell net power of fuel battery engine system.",easy_negative,out_of_domain
38,0.1,53507244,53507244,hydrogen-storage-technology-ablnocorp,Disc for disc mill assembly,,easy_negative,out_of_domain
39,0.1,43125667,43125667,hydrogen-storage-technology-ablnocorp,Decontaminating aerosol,"Methods and compositions for decontaminating exposed surfaces or spaces which may be contaminated with chemical and biological warfare agents and the like are disclosed. The contaminants can be chemical warfare agents, industrial pollutants, pesticides, toxins and the like. For decontamination, a contaminated surface or space is contacted with an aerosol comprising a decontaminating agent, and subsequently or simultaneously, the decontaminated surface or space is contacted with an aerosol comprising a decontaminating agent antagonist. In particular, self-inactivating aerosols are disclosed.",easy_negative,out_of_domain
40,0.1,58994195,58994195,hydrogen-storage-technology-ablnocorp,Apparatus and method for operating a fuel cell system,"The invention relates to a method for operating a fuel cell system (1) with a fuel (27), which fuel cell system (1) at least one high-temperature fuel cell (10) having at least one in a cathode chamber (12) arranged cathode (11), with at least one in a Anodes (13) arranged anode space (14) and with a between cathode space (12) and anode space (14) existing electrolyte (15), wherein in an anode gas cycle (20) from the anode space (14) of at least one high-temperature fuel cell (10) recycled Anode exhaust gas (25) is mixed with fuel (27) and supplied as anode gas (30) with at least one gas conveyor (50) to an anode gas heat exchanger (70) in which the anode gas (31) is thermostated, wherein further in at least one reforming unit (60, 61) in the anode gas circuit (20) of the fuel (27) is reformed. The at least one reforming unit (60, 61, 62, 63) is disposed in a hot circulation section (210) of the anode gas loop (20) in which an anode gas temperature (200) is above that required in the reforming unit (60, 61, 62, 63) Equilibrium temperature is reached and the at least one gas conveyor (50) in a cool circuit section (220) of the Anodengaskreislaufs (20) is arranged, in which an anode gas temperature (200) below that in the hot circuit section (210) is reached.",easy_negative,out_of_domain
41,0.1,54366966,54366966,hydrogen-storage-technology-ablnocorp,Composite membranes for olefin/paraffin separation,"This invention presents a metal-doped zeolite membrane-based apparatus containing molecular sieving zeolite thin film on the seeded porous substrate. The metal-doped zeolite membrane exhibits high selectivity to olefin over paraffins. The membrane is synthesized by seed coating and secondary growth method, followed by metal doping and post treatment processes.",easy_negative,out_of_domain
42,0.1,25445293,25445293,hydrogen-storage-technology-ablnocorp,Wind electric plant with improved alternator field excitation,"An improvement in a wind electric plant of the type disclosed in applicants&#39; U.S. Pat. No. 4,059,771 and applicants&#39; co-pending application Ser. No. 887,373, filed Mar. 16, 1978. The improvement comprises utilization of an exciter including an exciter armature and an associated permanent magnet exciter field to provide the excitation current for the field winding of a three-phase alternator. The use of permanent magnets in the exciter field, in lieu of conventional exciter field windings, eliminates the utilization of battery current as the source of excitation current for the field winding of a three-phase alternator. The improved wind electric power plant is utilized to supply A. C. power to hot water heater loads and/or auxiliary loads such as air conditioners, devices to manufacture hydrogen gas, and the like, which may be solar powered. The present invention also provides associated circuitry operable so that power can be supplied alternatively to either the hot water heater loads or to the auxiliary loads thereby maintaining a constant load on the wind electric power plant to ensure the quiet operation of that plant.",easy_negative,out_of_domain
43,0.1,36719681,36719681,hydrogen-storage-technology-ablnocorp,"Cellulose material composition, cellulose material film, modifier for the cellulose material film, polarizing plate protective film, liquid crystal display device, and silver halide photographic sensitized material","Provided are a cellulose material film and the like with small anisotropy. A cellulose composition comprises a cellulose material and at least one compound represented by the following general formula (1). Formula (1), , (Wherein R1, R2, R3 and R4 respectively represent hydrogen atom, substituted or unsubstituted fatty group, or substituted or unsubstituted aromatic group, X1, X2, X3 and X4 respectively represent a divalent connecting group formed from at least one group selected from the group consisting of single bond, -CO-, and -NR5- (R5 represents substituted or unsubstituted fatty group, or substituted or unsubstituted aromatic group), a, b, c and d all are integers of 0 or more, a+b+c+d≥2, and Q1 represents a organic group with (a+b+c+d) valence.)",easy_negative,out_of_domain
44,0.1,25481104,25481104,hydrogen-storage-technology-ablnocorp,Method of playing a wagering game,"A method of playing a wagering game 20 between a plurality of players includes dealing four-card hands from a standard 52 card deck to each player, including a player-banker. The cards have numerical values, ace equals one, face cards equal ten, and two through ten equal their respective face values. The players are afforded the opportunity to (a) draw one additional card, or (b) stand with the dealt cards. The object of the game 20 is to have three cards which total to one of ten, twenty, or thirty. The winning hand is then determined by either (a) the fourth card with the highest numerical value, or (b) the least significant digit of the total of the fourth and fifth cards with the highest numerical value. If neither player has three cards which total to one of ten, twenty, or thirty, then the hand is a push and no wager 500 is won by either player.",easy_negative,out_of_domain
45,0.1,50510636,50510636,hydrogen-storage-technology-ablnocorp,Compact furnace rear arrangement of 1000 MW ultra-supercritical unit,"The utility model discloses a compact furnace rear arrangement of a 1000 MW ultra-supercritical unit. The arrangement comprises four electrostatic dust collectors longitudinally arranged into a row, front flues and rear flues of the electrostatic dust collectors, two absorption towers and a chimney between the two absorption towers, wherein the electrostatic dust collectors sequentially penetrate through the rear flues, induced draft fans are connected onto the absorption towers, the induced draft fans and booster fans are combined together, the induced draft fans, the booster fans and low-temperature economizers are jointly arranged below the rear flue, and the low-temperature economizers directly face outlets of the induced draft fans. The compact furnace rear arrangement has the benefits as follows: the arrangement is more compact, floor space can be effectively reduced, the use amount of steel is reduced, and the economic effects are obvious.",easy_negative,out_of_domain
46,0.1,40837493,40837493,hydrogen-storage-technology-ablnocorp,Gas stove,"The invention provides a fuel gas kitchen range for supplying heat by using renewable energy resources, which uses fuel and a kitchen range to achieve the combustion between fuel and oxygen in the kitchen range, and is provided with a wind power direct current generator, an electrolysis water unit, a hydrogen storage unit and a combustion kitchen range, wherein the wind power direct current generator is driven by wind power to generate direct current; the electrolysis water unit generates hydrogen which is stored in the hydrogen storage unit; when used, the hydrogen is burnt in the combustion kitchen range so as to generate heat and achieve heat supply, thus the fuel gas kitchen range makes use of the low price of wind power to generate the hydrogen to achieve energy storage, can avoid the instability of the wind power, can satisfy the requirement on a great deal of instant heat supply in a kitchen, achieve energy resource recycling, and is suitable for citizens in windy areas and coastal area, and the like.",easy_negative,out_of_domain
47,0.1,42004827,42004827,hydrogen-storage-technology-ablnocorp,"Composition of a material with porous structure, method for preparing the same and use of a composition","The present application relates to adsorbent materials exhibiting suitable for use in removing contaminating compounds in dynamic regime porous structures.  Obtaining these adsorbents is performed by forming slurries prepared in aqueous medium with mixtures of coal dust and powder of natural clay with particle size itemized below 20 micrometers 90%, these materials, once formed and dried, they undergo a only heat treatment in the presence of water vapor and carbon dioxide to obtain adsorbents with broad pore size distribution.  The structure of these materials has micropores corresponding to the activated carbon obtained during the activation of the carbon and of the same mode contains mainly mesopores corresponding clays used and macropores formed from the interparticle spaces.",easy_negative,out_of_domain
48,0.1,51269977,51269977,hydrogen-storage-technology-ablnocorp,Device for comprehensively utilizing tail gas of MOCVD (Metal-Organic Chemical Vapor Deposition) equipment,"The invention provides a device for comprehensively utilizing tail gas of MOCVD (Metal-Organic Chemical Vapor Deposition) equipment. The tail gas of MOCVD enters a low-pressure buffer tank by virtue of a pipeline, and the low-pressure buffer tank is connected with a high-pressure buffer tank; the high-pressure buffer tank is connected to a precooling exchanger by virtue of a pipeline, and the lower end of the precooling exchanger is connected with a lower-temperature condenser by virtue of a pipeline; the lower part of the lower-temperature condenser is connected with a gas-liquid separator by virtue of a pipeline, the lower end of the gas-liquid separator is connected with a liquid ammonia storage tank by virtue of a liquid ammonia pump, and the top end of the gas-liquid separator is connected to a molecular sieve absorption column; the upper end of the molecular sieve absorption column is connected to a pressure-swing absorption column, and the pressure-swing absorption column is connected with a hydrogen storage tank by virtue of a pipeline. The device has a simple structure and can be used for effectively separating the tail gas of the MOCVD, liquid ammonia and hydrogen are recycled and can be directly applied to other industries, and nitrogen can be directly discharged. The rate of multipurpose utilization is high, and the purposes of safety and environmental friendliness are realized.",easy_negative,out_of_domain
49,0.1,13804046,13804046,hydrogen-storage-technology-ablnocorp,Method for producing hydrogen gas,,easy_negative,out_of_domain
50,0.1,45554748,45554748,hydrogen-storage-technology-ablnocorp,Method for triggering dependent spectra for data acquisition,"Methods and systems are provided for triggering an information dependent mass spectrometry scan in real time. A mass spectrometry scan of a separating sample mixture is performed by a mass spectrometer at each time interval of a time period. The mass spectrometer receives the separating sample mixture from a separation device. It is determined at a certain time interval that a received mass spectrometry scan at the time interval and one or more preceding received mass spectrometry scans include two or more time-varying ion signals that represent two or more fragment ion transitions of a known compound. If a characteristic of the two or more time-varying ion signals meets a selection criterion, the mass spectrometer is instructed to perform a dependent mass spectrometry scan of the separating sample mixture for a precursor ion of the known compound at the time interval.",easy_negative,out_of_domain
51,0.1,21828040,21828040,hydrogen-storage-technology-ablnocorp,Electric string instrument,"The guitar has a novel feedback arrangement for sustaining the sound generated from the strings and including a pickup associated with each string and a corresponding driver intercoupled with the pickup in a feedback loop that also includes a gain-controlled amplifier. The amplifiers are controlled in common from a variable control means. The pickups, drivers and associated electronics are all commonly mounted from the bridge. In an alternate embodiment of the invention there is provided an improved sustain technique that provides a more natural sustain characteristic, employing a parametric type of excitation. This embodiment may comprise a pickup, amplifier and tensioning member responsive to the output of the amplifier for sustaining string vibration by causing longitudinal string displacement by means of the tensioning member. In a similar embodiment the string tension may be held constant and the string length varied instead.",easy_negative,out_of_domain
52,0.1,36634002,36634002,hydrogen-storage-technology-ablnocorp,"Fuel reformer housing vessel, fuel reforming device and fuel reforming system","PROBLEM TO BE SOLVED: To provide a fuel reformer storage container and a fuel reformer with low power generation loss, which can maintain a good degree of vacuum in the fuel reformer storage container.   A substrate 1 having a cavity in which a fuel reformer 9 for generating a reformed gas containing hydrogen gas from fuel is stored, and a lid 4 attached to the upper surface of the substrate 1 so as to cover the cavity. A discharge pipe 5b that communicates the inside and outside of the cavity to discharge the reformed gas from the fuel reformer 9, and a supply pipe 5a that communicates the inside and outside of the cavity to supply fuel to the fuel reformer 9. And a fuel reformer storage container having a power supply lead terminal 2 penetrating the base body 1 or the lid body 4, a gas adsorbent 10 is mounted in the cavity, and the gas adsorption material 10 is adsorbed to the lid body 4 or the base body 1. The window part 4a for introducing the light ray irradiated to the material 10 from the outside was provided.   [Selection] Figure 1",easy_negative,out_of_domain
53,0.1,32715956,32715956,hydrogen-storage-technology-ablnocorp,"METAL ION EXCHANGE ZEOLITE, PROCESS FOR PRODUCING THE SAME, AND SOLUTION COMPOUND ADSORBENT CONTAINING THE METAL ION EXCHANGE ZEOLITE",,easy_negative,out_of_domain
54,0.1,46325143,46325143,hydrogen-storage-technology-ablnocorp,Fuel cell system,"A fuel cell system comprises a hydrogen storage system for storing and releasing hydrogen, a fuel cell in fluid communication with the hydrogen storage system for receiving released hydrogen from the hydrogen storage system and for electrochemically reacting the hydrogen with an oxidant to produce electricity and an anode exhaust. A catalytic combustor is in fluid communication with the fuel cell for receiving the anode exhaust and for catalytically reacting the anode exhaust to produce an offgas having an elevated temperature that is greater than the temperature of the anode exhaust. The heat from the offgas is used to release the hydrogen from the hydrogen storage system.",easy_negative,out_of_domain
55,0.1,43758640,43758640,hydrogen-storage-technology-ablnocorp,"Process for producing hydrocarbon oil, and synthesis reaction system","Disclosed is a method for producing a hydrocarbon oil, wherein a hydrocarbon oil is obtained from a gas that contains a carbon monoxide gas and a hydrogen gas by a Fischer-Tropsch synthesis reaction. The method for producing a hydrocarbon oil comprises: a hydrocarbon synthesis step in which the carbon monoxide gas and the hydrogen gas contained in the starting material gas are caused to react with each other in a slurry that fills a reaction container and contains catalyst particles, thereby synthesizing a hydrocarbon; a powdered particle removal step in which the slurry is drawn out from the upper part of a slurry bed within the reaction container and filtered, so that powdered particles that are formed by the powdering of the catalyst particles are captured and separated, thereby obtaining a liquid hydrocarbon; a catalyst particle capturing step in which the slurry is drawn out from a position lower than the upper part of the slurry bed and filtered, so that the catalyst particles are captured and separated, thereby obtaining a liquid hydrocarbon; and a catalyst particle returning step in which the catalyst particles captured in the catalyst particle capturing step are returned to the reaction container.",easy_negative,out_of_domain
56,0.1,36315553,36315553,hydrogen-storage-technology-ablnocorp,Anti-tip wheelchair,"A manually-powered wheelchair that includes one or more features that enhance the overall maneuverability and stability of the wheelchair, such as centrally mounted drive-wheels and an anti-tip system. Other embodiments may include at least one of an adjustable anti-tip system that may be selectively located to several locations on the frame; a positive stop device attached to either the mounting bracket, frame, or the anti-tip system for limiting movement of the anti-tip system and the frame relative to each other; a resistance device attached to the frame and the anti-tip system for increasing resistance between the frame and the anti-tip system when the user leans backwards in the wheelchair; a wheel lock system engaging at least one of the drive wheels below the wheel&#39;s axis of rotation; and a tilt prevention device for selectively preventing any rotation of the wheelchair frame and anti-tip system relative to each other.",easy_negative,out_of_domain
57,0.1,51736943,51736943,hydrogen-storage-technology-ablnocorp,Beverage Container,"A beverage container containing a hydrogen pouch is provided. The provided beverage container has a plastic container body having an injection port and filled with beverage inside; A plurality of perforated fins protruding from an upper surface of the container main body, and a sealing protrusion protruding from the lower surface of the sealing plate into which the plurality of perforated holes are perforated, And a guide protrusion having a first fixing protrusion and a second fixing protrusion protruded in a lower direction of the rim; A hydrogen pouch filled with hydrogen gas to be pierced by the piercing pin is installed in the inside of the hermetically sealed container, a first locking protrusion in which the first fixing protrusion of the guide protrusion is fixed, A plastic lid having a second locking protrusion for fixing the fixing protrusion; And a control unit.",easy_negative,out_of_domain
58,0.1,24656419,24656419,hydrogen-storage-technology-ablnocorp,Measuring apparatus and method,,easy_negative,out_of_domain
59,0.1,15191796,15191796,hydrogen-storage-technology-ablnocorp,Semiconductor manufacturing apparatus,"PURPOSE:To reduce impurity mixing into a film, and to provide a high quality thin film, by introducing another substance reacting with the imprity when forming the film under a reduced pressure condition. CONSTITUTION:When an Si thin film is formed with an optical CVD method using a raw material gas of Si2H6, hydrogen is introduced into the vacuum vessel 5 from a hydrogen gas system 11, and active hydrogen is then produced by irradiating the interior of the vacuum vessel 5, using a light source 3 of a hydrogen discharge lamp with such a wavelength that hydrogen molecules can absorb light to decompose into atoms. In this state, ArF excimer laser light from an optical source 1 which is shaped into wide planar light by an optical system 2, is introduced into the vicinity of the entire surface of a wafer, while Si2H6 gas is introduced from a raw material gas system 10. The Si2H6 gas absorbs the ArF excimer laser light and is decomposed, forming an Si thin film on the substrate 6. Since oxygen remaining in the vessel would couple with active hydrogen atoms and is exhaused out of the vessel 5 by means of a vacuum exhausting system 8, oxygen in the resulted film can be reduced to about 1/20.",easy_negative,out_of_domain
60,0.1,29369259,29369259,hydrogen-storage-technology-ablnocorp,,,easy_negative,out_of_domain
61,0.1,34781945,34781945,hydrogen-storage-technology-ablnocorp,Fire extinguishing method,"&lt;P&gt;PROBLEM TO BE SOLVED: To provide an effective extinguishing method for, for example, a large-scale forest fire and a ship fire at sea, quite different from the conventional extinguishing method.  &lt;P&gt;SOLUTION: This fire extinguishing method extinguishes a fire in a fire site by emitting hydrogen from gaseous hydrogen or liquefied hydrogen sealed in a high pressure vessel or powder of hydrogen storage alloy sealed in a vessel by the heat of the fire to cause hydrogen explosion. In a more desirable implementation method, a plurality of vessels of hydrogen sources are linearly or planarly disposed at a predetermined interval, connected together with a netted material, and dropped onto the fire site such as a forest and the sea to cause the hydrogen explosion and extinguish the fire.  &lt;P&gt;COPYRIGHT: (C)2005,JPO&amp;NCIPI",easy_negative,out_of_domain
62,0.1,38081454,38081454,hydrogen-storage-technology-ablnocorp,Method for preparing nano grade tungsten powder,"The invention relates to a method for producing nanometer tungsten powder, wherein it comprises putting the non-crystal forward powder prepared from atomization thermal exchange method into the exhaust reducing furnace, at 550-700Deg. C, for 30-60min, and the hydrogen gas or decompose ammonia section flux is 30-60ml/cm2 .min; obtaining the nanometer tungsten powder whose SAXS average diameter is 35-80nm. The invention can reduce the reaction temperature and improve produce efficiency.",easy_negative,out_of_domain
63,0.1,64708753,64708753,hydrogen-storage-technology-ablnocorp,Hydrogen fuel cell monofilm electrode test apparatus,"The utility model discloses a kind of hydrogen fuel cell monofilm electrode test apparatus comprising air supply unit, heating unit, reaction member and power measurement unit；Reaction member includes the anode fixed plate stacked gradually, anode insulating layer, anode current collector plate, anode plate, cathode plate, cathode collector plate, cathode insulation layer and cathode fixed plate, and tested membrane electrode is clipped between anode plate and cathode plate；Air inlet and air outlet are designed in anode plate and cathode plate；Serpentine flow path slot, two connection air inlet and air outlet of serpentine flow path slot are provided in the one side that anode plate and cathode plate are contacted with membrane electrode；Two air inlets all pass through conduit and connect air supply unit.Air supply unit provides fuel gas, heating unit heats anode plate and cathode plate.Two kinds of gases enter substrate from two air inlets respectively, react under the catalysis of membrane electrode, generate electric current, power measurement unit detects the output power of reaction member, to obtain test result.",easy_negative,out_of_domain
64,0.1,53309857,53309857,hydrogen-storage-technology-ablnocorp,Water molecule low-voltage electrochemical separation device and water molecule low-voltage electrochemical separation method,"The invention discloses a water molecule low-voltage electrochemical separation device and a water molecule low-voltage electrochemical separation method. Water molecule is separated to gas-state electrolyte quickly under the condition of specific voltage and current through an electrochemical reactor, then the gas-state electrolyte is separated to hydrogen and oxygen in low voltage environment through a low-voltage voltage-control centrifugal separator, the hydrogen and oxygen are mixed to store in a combustible gas storage tank, and the hydrogen and oxygen can be controlled to be output by a combustible gas output port to be used as fuel for combustion during use. The water molecule low-voltage electrochemical separation device is simple in structure, small in volume and low in power consumption, combustible hydrogen and comburent oxygen are generated with common water by utilizing electrochemical reaction and ultra-low voltage voltage-control centrifugal separation technology, the fuel is efficient gas-state fuel used after production and can not deflagrate in normal state, use is safe, any additive is not needed, product of produced hydrogen and oxygen after combustion only comprises water, any toxic substance can not be remained or released, and cleanliness and environment protection are realized really.",easy_negative,out_of_domain
65,0.1,38899968,38899968,hydrogen-storage-technology-ablnocorp,Self-rising type closestool cover,"The utility model discloses a self-raised toilet seat cover, which comprises a seat colar and a cover. The seat colar and the cover are combined together through the base; iron sheets are provided on the cover to attract with magnets; position housings are symmetrically provided on both ends of the connecting base; a rotary shaft is installed inside the position housings to connect the seat colar and the cover; a torsion spring is sleeved on external diameter of one end of the rotary shaft; one end of the torsion spring is connected with an adjusting block; the adjusting blocks touch each other through springs and pins. Because the torsion springs and the adjusting blocks are added onto the rotary shaft inside the position housing, the force from the torsion spring can make the seat colar be ejected automatically from the toilet seat, so that the product can be maintained with the prior functions, and meanwhile, when the seat colar is pressed for operation, the seat colar can also be automatically ejected after humans leave. The utility model is characterized in low cost, high practicability, easy maintenance and etc, and is particularly applicable in such public places as hotels, restaurants, office buildings, stations, airports, exhibition centers and etc, as well as restrooms in ogranizations, units, enterprises and families.",easy_negative,out_of_domain
66,0.1,4162862,4162862,hydrogen-storage-technology-ablnocorp,Process for the treatment of crude oil using hydrogen in a special unit,Invention Patent: &lt;B&gt; &#34;PROCESS FOR THE TREATMENT OF CRUDE OIL THAT USES HYDROGEN IN A SPECIAL UNIT&#34; &lt;D&gt;. a process for the treatment of crude oil is provided to break the viscosity (&#34;visbreak&#34;) and / or to benefit such oil using hydrogen gas. The process includes the steps of introducing hydrogen into a heated stream of crude oil or partially processed crude oil and mixing the introduced hydrogen with the oil to achieve intimate hydrogen dispersion to thereby improve viscosity breakdown (&#34;visbreaking&#34; ) and / or processing.,easy_negative,out_of_domain
67,0.1,26896879,26896879,hydrogen-storage-technology-ablnocorp,Integrated solid oxide fuel cell mechanization and method of using for transportation industry applications,"A method of starting a solid oxide fuel cell system is disclosed. The method comprises pressurizing a main plenum to a first pressure. The main plenum comprises a first supply of fuel, blowers, and air control valves. The first supply of fuel and a first supply of air are directed to a preheated micro-reformer. A heated pre-reformate is created in the micro-reformer and discharged from the micro-reformer to a main reformer. The main reformer is preheated with the heated pre-reformate. A second supply of fuel and a second supply of air are introduced to the main reformer. A heated main reformate is created in the main reformer and directed to a waste energy recovery assembly. A cathode supply is heated in the waste energy recovery system and then directed to a solid oxide fuel cell stack in order to heat the solid oxide fuel cell stack. Methods of transitioning, operating, shutting down, and maintaining in standby mode are also disclosed. A solid oxide fuel cell mechanization for a transportation vehicle is also disclosed.",easy_negative,out_of_domain
68,0.1,13177816,13177816,hydrogen-storage-technology-ablnocorp,Fuel cell electric power generating plant,"PURPOSE:To make self-supply of raw material gases possible by connecting current terminals of an anode and a cathode with water electrolysis apparatus, electrolyzing water by excess electric charge generated in a storing generated hydrogen and oxygen gases in respective containers, and supplying them to the reformer burners at the time of cell operation. CONSTITUTION:Current terminals 2a, 3a of an anode 2 and a cathode 3 are connected with a water electrolysis apparatus 14 through out load switches 17, 18 and condensed water from an anode outlet condenser 8 and a cathode outlet condenser 9 is supplied to the apparatus 14 through a condensed water supplying line 15. A condensed water supplying valve 16 which opens and closed corresponding to the signal of a water level sensor not shown in the figure but installed in the apparatus 14 is installed in the line 15. A hydrogen storage container 19 and an oxygen storage container 20 are connected with the discharging side of the apparatus 14 and gases here are supplied to a reformer burner 10 through a hydrogen supplying valve 21 and an oxygen supplying valve 22. Electric power generating plant is thus composed and at the time of transition to the waiting and stopping of a cell 1, the switches 17, 18 are opened and the terminals 2a, 3a are connected with the apparatus 14.",easy_negative,out_of_domain
69,0.1,23242979,23242979,hydrogen-storage-technology-ablnocorp,Energy conversion system,"This invention relates to a method and apparatus for converting energy to hydrogen gas using an electrolyzer and a metal alloy hydride tank for hydrogen storage, wherein a passive load matching device between the energy source and the electrolyzer maximizes hydrogen output, and the electrolyzer and the metal alloy hydride tank operate at mutually low pressure, near ambient, such that pressurization of the system is not required.",easy_negative,out_of_domain
70,0.1,53276808,53276808,hydrogen-storage-technology-ablnocorp,A nanowire heterostructure,The present invention provides a heterostructure for use as an electrode in a lithium ion battery as well as a method for synthesising the heterostructure.,easy_negative,out_of_domain
71,0.1,22346394,22346394,hydrogen-storage-technology-ablnocorp,PROCESS FOR DISCHARGE OF PRESSURE LIQUID NATURAL GAS CONTAINERS.,"A process for discharging a plurality of containers (1, 2) having liquefied gas under pressure contained therein is disclosed. A gas is supplied to pressurize (10) a first container or group of containers to discharge the liquefied gas therefrom. The gas is then removed to displace from the first container or group of containers and is separated into a first stream of steam and into a second stream of steam. The first steam stream (52) is heated and passed to the first container or group of containers. The second steam stream is fed to a second container or group of containers to discharge the liquefied gas from them. Communication is cut between the first container or group of containers and the second container or group of containers, and the previous steps are repeated for all the containers in succession, with only the last container or group of containers emptying of liquid remaining at the pressure of the gas to displace, and all the containers being filled at the end of the process, except the last container or group of containers, with a lower pressure steam.",easy_negative,out_of_domain
72,0.1,30018835,30018835,hydrogen-storage-technology-ablnocorp,,,easy_negative,out_of_domain
73,0.1,53401824,53401824,hydrogen-storage-technology-ablnocorp,Acid ndfeb magnet recycling,"recycling of ndfeb magnets in an acid medium, belonging to the sector of magnets or hard magnetic bodies of inorganic materials containing microparticles of micron-scale grain particles, refers to the recycling of nd-fe-b magnets in acid medium, more specifically by leaching these magnets with solutions of hydrochloric acid, nitric acid and selective precipitation of nd³ + ions such as neodymium oxalate and their subsequent conversion to neodymium oxide by heat treatment, the capture of hydrogen gas generated in the process and the copper used as magnet coating.",easy_negative,out_of_domain
74,0.1,50523007,50523007,hydrogen-storage-technology-ablnocorp,"Quinazolinyl chalcone derivatives, and preparation method and application thereof","The invention discloses a preparation method and bioactivity of anti-plant-virus compounds-quinazolinyl chalcone derivatives. The quinazolinyl chalcone derivatives are disclosed as the following general formula. Various substituted hypnones, p-hydroxybenzaldehyde, various substituted anthranilic acids, formamide, thionyl chloride, nitromethane, sodium hydroxide, potassium hydroxide and potassium carbonate used as raw materials are subjected to four steps to synthesize the quinazolinyl chalcone derivatives. The invention also discloses high inhibiting actions of the compounds q, u, w and the like on protecting inactivating and treating cucumber mosaic virus (CMV), tobacco mosaic virus (TMV), southern rice black-streaked dwarf virus (SRBSDV) and rice stripe virus (RSV). The compounds have higher anti-plant-virus activity and can be used for preparing anti-plant-virus pesticides.",easy_negative,out_of_domain
75,0.1,35834470,35834470,hydrogen-storage-technology-ablnocorp,"Aluminum-based alloy for generation of hydrogen, method of production of such alloy and hydrogen gas generator","FIELD: alloys for generation of hydrogen. 
     SUBSTANCE: alloy may be used in internal combustion engines working on hydrogen fuel and electric motor cars using hydrogen electrochemical generators. Aluminum-based alloy contains aluminum and dehydrated hydroxide of alkali metal up to 10% by weight or dehydrated hydroxide of alkali metal and copper up to 5%; total amount of these additives shall not exceed 10%. Method of production of such alloy includes placing the dehydrated hydroxide of alkali metal on crucible bottom with layer of aluminum laid over it; copper may be also added if necessary; melting is performed in induction furnace in vacuum at 0.2-0.5 atm and inert gas-shielded atmosphere. First hydroxide of alkali metal is molten and aluminum (and copper, if necessary) is molten in this melt at temperature of 660 C. Hydrogen gas generator includes reactor made in form of heat exchanger whose plates or tubes are filled with water. 
     EFFECT: low cost of process; increased productivity. 
     5 cl, 1 dwg",easy_negative,out_of_domain
