family_id,expansion_level,title,abstract,text,label
66933599,SEED,Submicron lens-free microscopic imaging method and system based on neural network,"The invention discloses a submicron lens-free microscopic imaging method and system based on a neural network, which comprises the following steps: under the condition of coherent illumination, obtaining a hologram corresponding to interference fringes generated by an object to be imaged through a non-transparent microscope; performing phase recovery based on the hologram of the object to be imaged, and acquiring two-dimensional amplitude images of different cross sections of the object to be imaged at a first resolution and two-dimensional phase images of the first resolution; and inputting the two-dimensional amplitude image with the first resolution and the two-dimensional phase image with the first resolution into a trained generation countermeasure network to obtain the two-dimensional amplitude image with the second resolution and the two-dimensional phase image with the second resolution, wherein the second resolution is greater than the first resolution. The invention solves the problem of insufficient resolution of the lens-free microscope by utilizing the neural network, can strengthen the resolution of any cell image, allows the lens-free imaging system to break through the limitation of the pixel size and realizes the submicron resolution.","Submicron lens-free microscopic imaging method and system based on neural network The invention discloses a submicron lens-free microscopic imaging method and system based on a neural network, which comprises the following steps: under the condition of coherent illumination, obtaining a hologram corresponding to interference fringes generated by an object to be imaged through a non-transparent microscope; performing phase recovery based on the hologram of the object to be imaged, and acquiring two-dimensional amplitude images of different cross sections of the object to be imaged at a first resolution and two-dimensional phase images of the first resolution; and inputting the two-dimensional amplitude image with the first resolution and the two-dimensional phase image with the first resolution into a trained generation countermeasure network to obtain the two-dimensional amplitude image with the second resolution and the two-dimensional phase image with the second resolution, wherein the second resolution is greater than the first resolution. The invention solves the problem of insufficient resolution of the lens-free microscope by utilizing the neural network, can strengthen the resolution of any cell image, allows the lens-free imaging system to break through the limitation of the pixel size and realizes the submicron resolution.",1
65023364,ANTISEED-manual,Adaptive health status scoring for network assurance,"In one embodiment, a device receives network metrics regarding networking equipment of a network in a physical location. The device predicts a health status score for the networking equipment in the physical location using the received network metrics as input to a machine learning-based predictive scoring model. The device provides an indication of the predicted health status score in conjunction with a visualization of the physical location for display by an electronic display. The device adjusts the predictive scoring model based on feedback regarding the predicted health status score.","Adaptive health status scoring for network assurance In one embodiment, a device receives network metrics regarding networking equipment of a network in a physical location. The device predicts a health status score for the networking equipment in the physical location using the received network metrics as input to a machine learning-based predictive scoring model. The device provides an indication of the predicted health status score in conjunction with a visualization of the physical location for display by an electronic display. The device adjusts the predictive scoring model based on feedback regarding the predicted health status score.",0
65693619,SEED,"Image enchancing method, device, electronic equipment and computer-readable medium","This disclosure relates to a kind of image enchancing method, device, electronic equipment and computer-readable medium.It is related to field of image processing, this method comprises: pre-processing to original image, generates standard picture；Color correction is carried out to the standard picture, generates correction image；And the correction image input picture is enhanced and obtains enhancing image in model；Wherein, described image enhancing model is the depth convolutional neural networks model comprising the on-fixed number of plies.This disclosure relates to image enchancing method, device, electronic equipment and computer-readable medium, it is able to ascend the effect of image enhancement, it efficiently solves the problems, such as that image document structuring is handled, improves authentication efficiency when face recognition, while saving a large amount of human cost.","Image enchancing method, device, electronic equipment and computer-readable medium This disclosure relates to a kind of image enchancing method, device, electronic equipment and computer-readable medium.It is related to field of image processing, this method comprises: pre-processing to original image, generates standard picture；Color correction is carried out to the standard picture, generates correction image；And the correction image input picture is enhanced and obtains enhancing image in model；Wherein, described image enhancing model is the depth convolutional neural networks model comprising the on-fixed number of plies.This disclosure relates to image enchancing method, device, electronic equipment and computer-readable medium, it is able to ascend the effect of image enhancement, it efficiently solves the problems, such as that image document structuring is handled, improves authentication efficiency when face recognition, while saving a large amount of human cost.",1
49234260,ANTISEED-manual,Apparatus and method for sensing touch input,"The present invention relates to a touch sensing device and method. According to the present invention, a sensing circuit unit for generating a plurality of sensing signals from a plurality of capacitance changes occurring in each of the plurality of electrodes provided in the panel portion, and each of the two or more electrodes spaced apart by a predetermined distance from each other of the plurality of electrodes A signal processing unit for comparing the level of two or more sensing signals generated from the capacitance change with a predetermined reference value, wherein the signal processing unit is configured to generate the plurality of capacitances when all of the levels of the two or more sensing signals are greater than the predetermined reference value. A touch sensing device which determines that a change is generated by noise is proposed.","Apparatus and method for sensing touch input The present invention relates to a touch sensing device and method. According to the present invention, a sensing circuit unit for generating a plurality of sensing signals from a plurality of capacitance changes occurring in each of the plurality of electrodes provided in the panel portion, and each of the two or more electrodes spaced apart by a predetermined distance from each other of the plurality of electrodes A signal processing unit for comparing the level of two or more sensing signals generated from the capacitance change with a predetermined reference value, wherein the signal processing unit is configured to generate the plurality of capacitances when all of the levels of the two or more sensing signals are greater than the predetermined reference value. A touch sensing device which determines that a change is generated by noise is proposed.",0
52645665,ANTISEED-manual,Text message extracting method and system,"The invention provides a text message extracting method. The method comprises the steps of determining a target object; preprocessing the target object; constructing LSA (latent semantic analysis) according to the preprocessing result, digitizing the target object; clustering the digitalized target object by the k-means clustering algorithm to obtain at least one clustering cluster; extracting the message of each clustering cluster by LSA-based algorithm; combining the extracted message, so as to accurately extract the summary of a microblog. The invention also provides a text message extracting system which can accurately extract the summary of the microblog.","Text message extracting method and system The invention provides a text message extracting method. The method comprises the steps of determining a target object; preprocessing the target object; constructing LSA (latent semantic analysis) according to the preprocessing result, digitizing the target object; clustering the digitalized target object by the k-means clustering algorithm to obtain at least one clustering cluster; extracting the message of each clustering cluster by LSA-based algorithm; combining the extracted message, so as to accurately extract the summary of a microblog. The invention also provides a text message extracting system which can accurately extract the summary of the microblog.",0
55962081,ANTISEED-manual,Automatic Discovery of High-Performance Features for Customer Lifetime Value Optimization via Low-Variance Random Projection,"Techniques for automatic discovery of high-performance features for customer LTV optimization via low-variance random projection are described. In one or more implementations, a random projection matrix is generated that is usable to compress a dataset representing a plurality of features associated with one or more customers. Using a first subset of the plurality of features, a simulator is created to model customer behavior. In addition, a policy is trained to determine which advertisements to present to a new customer based on a second subset of the plurality of features. In implementations, the policy is trained by at least using the random projection matrix to compress the second subset of the plurality of features. Subsequently, a performance of the policy is evaluated using the simulator to determine a level of the performance of the policy. This process is repeated a number of times in order to evaluate several possible candidate transformations and compressions of the dataset, with the goal of autonomously discovering and identifying a new compressed set of high-performing features for use in LTV learning algorithms.","Automatic Discovery of High-Performance Features for Customer Lifetime Value Optimization via Low-Variance Random Projection Techniques for automatic discovery of high-performance features for customer LTV optimization via low-variance random projection are described. In one or more implementations, a random projection matrix is generated that is usable to compress a dataset representing a plurality of features associated with one or more customers. Using a first subset of the plurality of features, a simulator is created to model customer behavior. In addition, a policy is trained to determine which advertisements to present to a new customer based on a second subset of the plurality of features. In implementations, the policy is trained by at least using the random projection matrix to compress the second subset of the plurality of features. Subsequently, a performance of the policy is evaluated using the simulator to determine a level of the performance of the policy. This process is repeated a number of times in order to evaluate several possible candidate transformations and compressions of the dataset, with the goal of autonomously discovering and identifying a new compressed set of high-performing features for use in LTV learning algorithms.",0
20217678,ANTISEED-AF,Method to accelerate working medium flow in rocket engine channel,"FIELD: electric rocket engines. SUBSTANCE: according to proposed method, acceleration is provided owing to action of electrodynamic Lorentz force in nonhomogeneous gas plasma flow. Plasmoids in gas flow are created by T-layer effect formed at artificially provoking overheat instability in channel with magnetic field cross to flow. For this purpose impulsive high current discharge is provided periodically at inlet section of MHD accelerator channel. T-layer at steady state are stable current layers acting onto gas flow at plasma pistons. MHD-process with T-layers preserves stability at high mass density of flow. This methods improves stability of plasma to development of overheat instability at multiple increase in consumption of working medium. EFFECT: increased thrust of electric rocket engine.","Method to accelerate working medium flow in rocket engine channel FIELD: electric rocket engines. SUBSTANCE: according to proposed method, acceleration is provided owing to action of electrodynamic Lorentz force in nonhomogeneous gas plasma flow. Plasmoids in gas flow are created by T-layer effect formed at artificially provoking overheat instability in channel with magnetic field cross to flow. For this purpose impulsive high current discharge is provided periodically at inlet section of MHD accelerator channel. T-layer at steady state are stable current layers acting onto gas flow at plasma pistons. MHD-process with T-layers preserves stability at high mass density of flow. This methods improves stability of plasma to development of overheat instability at multiple increase in consumption of working medium. EFFECT: increased thrust of electric rocket engine.",0
54396963,ANTISEED-manual,Piezoelectric film structures and sensors and display assemblies using same,"The present disclosure relates to a piezoelectric film structure and a sensor, and a display assembly using the same. The piezoelectric film structure is transparent and comprises: a substrate; A lower optical layer disposed on or on the substrate; A lower conductive layer disposed on or in the lower optical layer; At least one piezoelectric layer disposed on or above the lower conductive layer; An upper conductive layer disposed on or in the at least one piezoelectric layer; And an upper optical layer disposed on or over the upper conductive layer. The sensor includes a piezoelectric film structure electrically connected to the signal processing system. The display assembly includes a sensor operably arranged relative to the display device. The piezo film structure and sensors may be configured to determine one or more touch-sensitive features associated with a touch event.","Piezoelectric film structures and sensors and display assemblies using same The present disclosure relates to a piezoelectric film structure and a sensor, and a display assembly using the same. The piezoelectric film structure is transparent and comprises: a substrate; A lower optical layer disposed on or on the substrate; A lower conductive layer disposed on or in the lower optical layer; At least one piezoelectric layer disposed on or above the lower conductive layer; An upper conductive layer disposed on or in the at least one piezoelectric layer; And an upper optical layer disposed on or over the upper conductive layer. The sensor includes a piezoelectric film structure electrically connected to the signal processing system. The display assembly includes a sensor operably arranged relative to the display device. The piezo film structure and sensors may be configured to determine one or more touch-sensitive features associated with a touch event.",0
62603608,SEED,"Deep neural network model training, image processing method and device and equipment","An embodiment of the present invention provides a kind of deep neural network model training method and device, image processing method and device and electronic equipments.The model training method is based on training sample picture library, repeatedly training is carried out to deep neural network model until meeting scheduled trained completion condition, the training sample picture library includes multiple unperturbed samples pictures and multiple scrambling samples pictures, each unperturbed samples pictures correspond at least one scrambling samples pictures, and the training process at least once of the deep neural network model is included：Scrambling samples pictures are carried out disturbing processing using the deep neural network model, obtain disturbing processing picture；It goes to disturb the feature difference between processing picture unperturbed samples pictures corresponding with the scrambling samples pictures described in determining；The network parameter of the deep neural network model is adjusted according to the feature difference.By this programme, it can solve the problem of that prior art smaller scope of application causes practicability relatively low.","Deep neural network model training, image processing method and device and equipment An embodiment of the present invention provides a kind of deep neural network model training method and device, image processing method and device and electronic equipments.The model training method is based on training sample picture library, repeatedly training is carried out to deep neural network model until meeting scheduled trained completion condition, the training sample picture library includes multiple unperturbed samples pictures and multiple scrambling samples pictures, each unperturbed samples pictures correspond at least one scrambling samples pictures, and the training process at least once of the deep neural network model is included：Scrambling samples pictures are carried out disturbing processing using the deep neural network model, obtain disturbing processing picture；It goes to disturb the feature difference between processing picture unperturbed samples pictures corresponding with the scrambling samples pictures described in determining；The network parameter of the deep neural network model is adjusted according to the feature difference.By this programme, it can solve the problem of that prior art smaller scope of application causes practicability relatively low.",1
62710144,ANTISEED-AF,Ground environment detection method and apparatus,"A ground environment detection method and apparatus are disclosed, where the method includes: scanning a ground environment by using laser sounding signals having different operating wavelengths, receiving a reflected signal that is reflected back by the ground environment, determining scanning spot information of each scanning spot of the ground environment based on the reflected signal, determining space coordinate information and a laser reflection feature of each scanning spot based on each piece of scanning spot information, partitioning the ground environment into sub-regions having different laser reflection features, and determining a ground environment type of each sub-region. Lasers having different operating wavelengths are used to scan the ground, and the ground environment type is determined based on the reflection intensity of the ground environment under different wavelengths of lasers, thereby improving a perception effect of a complex ground environment, and better determining a passable road surface.","Ground environment detection method and apparatus A ground environment detection method and apparatus are disclosed, where the method includes: scanning a ground environment by using laser sounding signals having different operating wavelengths, receiving a reflected signal that is reflected back by the ground environment, determining scanning spot information of each scanning spot of the ground environment based on the reflected signal, determining space coordinate information and a laser reflection feature of each scanning spot based on each piece of scanning spot information, partitioning the ground environment into sub-regions having different laser reflection features, and determining a ground environment type of each sub-region. Lasers having different operating wavelengths are used to scan the ground, and the ground environment type is determined based on the reflection intensity of the ground environment under different wavelengths of lasers, thereby improving a perception effect of a complex ground environment, and better determining a passable road surface.",0
40289214,ANTISEED-AF,"Method and automated system for assisting in the prognosis of alzheimer’s disease, and method for training such a system","The invention relates to a method and an automated system for assisting in the prognosis of the progress of, and for assisting in the diagnosis of, Alzheimer’s disease in patients having mild cognitive impairment, or MCI. The invention also relates to a method for training such a system related to identifying discriminant regions of the brain and using said regions to fine tune the assistance method based on new known cases. The invention uses imaging data (PET or MPET) representing the cerebral activity in a plurality of spatial areas (voxels). The method thus includes an image data standardization process and an analysis of cerebral activity values noted in a selection of voxels forming at least one predetermined discriminant region defined by the coordinates thereof in a spatial reference system. The invention may also include a combination of the imaging results with the results of one or more cognitive tests.","Method and automated system for assisting in the prognosis of alzheimer’s disease, and method for training such a system The invention relates to a method and an automated system for assisting in the prognosis of the progress of, and for assisting in the diagnosis of, Alzheimer’s disease in patients having mild cognitive impairment, or MCI. The invention also relates to a method for training such a system related to identifying discriminant regions of the brain and using said regions to fine tune the assistance method based on new known cases. The invention uses imaging data (PET or MPET) representing the cerebral activity in a plurality of spatial areas (voxels). The method thus includes an image data standardization process and an analysis of cerebral activity values noted in a selection of voxels forming at least one predetermined discriminant region defined by the coordinates thereof in a spatial reference system. The invention may also include a combination of the imaging results with the results of one or more cognitive tests.",0
67317949,SEED,Pcb board based on deep learning marks print quality inspection method,"The present invention is based on the pcb boards of deep learning to mark print quality inspection method, gaussian filtering is carried out to the pcb board original image of acquisition, switchs to the series of preprocessing such as grayscale image, edge detection, holes filling, optimal threshold binarization segmentation, recognition detection efficiency can be effectively improved；Optimal-threshold segmentation is carried out to image using Otsu algorithm and obtains binary image, improves measuring accuracy of the invention；Image sample data is effectively acquired, is expanded, increase the representativeness of sample, it prevents from leading to model over-fitting because data are few, make to train resulting model as small as possible by the influence of irrelevant factor, enhance the robustness of model, keep deep learning net training time shorter, convergence rate is faster；Target signature high efficiency extraction is carried out to image by deep neural network, can effectively avoid and be easy the defects of over-fitting, time consumption for training are long, parameter adjustment difficulty is big caused by traditional artificial neural network feature extracting method.","Pcb board based on deep learning marks print quality inspection method The present invention is based on the pcb boards of deep learning to mark print quality inspection method, gaussian filtering is carried out to the pcb board original image of acquisition, switchs to the series of preprocessing such as grayscale image, edge detection, holes filling, optimal threshold binarization segmentation, recognition detection efficiency can be effectively improved；Optimal-threshold segmentation is carried out to image using Otsu algorithm and obtains binary image, improves measuring accuracy of the invention；Image sample data is effectively acquired, is expanded, increase the representativeness of sample, it prevents from leading to model over-fitting because data are few, make to train resulting model as small as possible by the influence of irrelevant factor, enhance the robustness of model, keep deep learning net training time shorter, convergence rate is faster；Target signature high efficiency extraction is carried out to image by deep neural network, can effectively avoid and be easy the defects of over-fitting, time consumption for training are long, parameter adjustment difficulty is big caused by traditional artificial neural network feature extracting method.",1
64692689,SEED,Material segmentation in image volumes,"The present approach relates, in some aspects, to a multi-level and a multi-channel frame work for segmentation using model-based or “shallow” classification (i.e. learning processes such as linear regression, clustering, support vector machines, and so forth) followed by deep learning. This framework starts with a very low resolution version of the multi-channel data and constructs an shallow classifier with simple features to generate a coarser level tissue mask that in turn is used to crop patches from the high-resolution volume. The cropped volume is then processed using the trained convolution network to perform a deep learning based segmentation within the slices.","Material segmentation in image volumes The present approach relates, in some aspects, to a multi-level and a multi-channel frame work for segmentation using model-based or “shallow” classification (i.e. learning processes such as linear regression, clustering, support vector machines, and so forth) followed by deep learning. This framework starts with a very low resolution version of the multi-channel data and constructs an shallow classifier with simple features to generate a coarser level tissue mask that in turn is used to crop patches from the high-resolution volume. The cropped volume is then processed using the trained convolution network to perform a deep learning based segmentation within the slices.",1
56150384,ANTISEED-manual,Vehicle control device,,Vehicle control device,0
16310673,SEED,Hand-written character input device,"PURPOSE: To attain holograph display and input character recognition by pen input using a pen on the market by using a transparent tablet, arranging a holograph display device under the tablet, recognizing an input character every entory of one character, and transferring the recognized character to a master system.  
     CONSTITUTION: One character is inputted to the tablet 1 every entory and a transparent tablet is used for the tablet 1. The holograph a display device 3 is arranged under the tablet 1. The output of the transparent tablet 1 is A/D converted into a digital value by an A/D converter 4 and the digital value is inputted to a coordinate detecting part 8 in a recognizing means 2 to detect the coordinates. The character or code written on the tablet 1 is recognized by a recognizing part 9, converted into a JIS code and the JIS code is transferred to the master system through a transmission means 5. The recognizing part 9 and the transmission part 5 are controlled by an operating means 6. Consequently, the input character is recognized every entory of one character and transferred to the master system. 
     COPYRIGHT: (C)1987,JPO&amp;Japio","Hand-written character input device PURPOSE: To attain holograph display and input character recognition by pen input using a pen on the market by using a transparent tablet, arranging a holograph display device under the tablet, recognizing an input character every entory of one character, and transferring the recognized character to a master system. CONSTITUTION: One character is inputted to the tablet 1 every entory and a transparent tablet is used for the tablet 1. The holograph a display device 3 is arranged under the tablet 1. The output of the transparent tablet 1 is A/D converted into a digital value by an A/D converter 4 and the digital value is inputted to a coordinate detecting part 8 in a recognizing means 2 to detect the coordinates. The character or code written on the tablet 1 is recognized by a recognizing part 9, converted into a JIS code and the JIS code is transferred to the master system through a transmission means 5. The recognizing part 9 and the transmission part 5 are controlled by an operating means 6. Consequently, the input character is recognized every entory of one character and transferred to the master system. COPYRIGHT: (C)1987,JPO&amp;Japio",1
70506357,ANTISEED-manual,"Steering engine state control method and device for robot, robot and storage medium","The application is suitable for the technical field of computers, and provides a steering engine state control method of a robot, which comprises the following steps: determining control parameters of a target steering engine which shakes and/or generates abnormal sound according to the rotation angle value of each joint part at the current moment, and adjusting the rotation state of the target steering engine based on the control parameters of the target steering engine. The problem that the robot shakes or makes abnormal sound during operation in the prior art can be solved, and the service life of the robot can be influenced.","Steering engine state control method and device for robot, robot and storage medium The application is suitable for the technical field of computers, and provides a steering engine state control method of a robot, which comprises the following steps: determining control parameters of a target steering engine which shakes and/or generates abnormal sound according to the rotation angle value of each joint part at the current moment, and adjusting the rotation state of the target steering engine based on the control parameters of the target steering engine. The problem that the robot shakes or makes abnormal sound during operation in the prior art can be solved, and the service life of the robot can be influenced.",0
68775863,SEED,Thyroid nodule ultrasonic image denoising method,"The invention discloses a thyroid nodule ultrasonic image denoising method, which comprises the following steps: constructing a database of thyroid nodule ultrasonic images; performing NSST decomposition on the thyroid nodule ultrasonic image, and aiming at the characteristic of speckle noise distribution of the thyroid nodule ultrasonic image, obtaining a corresponding low-frequency component denoising sparse representation model so as to eliminate the speckle noise of the low-frequency component and improve the image contrast; designing a deep learning network training model, and combining the high-frequency component after NSST transformation with the deep learning network training model to more effectively separate speckle noise and image edges; and (4) reconstructing the thyroid nodule ultrasonic image with speckle noise removed by INSST. The invention has the following advantages and effects: based on the combination of multi-scale geometric analysis and deep learning, a corresponding speckle noise suppression model and a frame are established so as to obtain a good thyroid nodule ultrasonic image processing result.","Thyroid nodule ultrasonic image denoising method The invention discloses a thyroid nodule ultrasonic image denoising method, which comprises the following steps: constructing a database of thyroid nodule ultrasonic images; performing NSST decomposition on the thyroid nodule ultrasonic image, and aiming at the characteristic of speckle noise distribution of the thyroid nodule ultrasonic image, obtaining a corresponding low-frequency component denoising sparse representation model so as to eliminate the speckle noise of the low-frequency component and improve the image contrast; designing a deep learning network training model, and combining the high-frequency component after NSST transformation with the deep learning network training model to more effectively separate speckle noise and image edges; and (4) reconstructing the thyroid nodule ultrasonic image with speckle noise removed by INSST. The invention has the following advantages and effects: based on the combination of multi-scale geometric analysis and deep learning, a corresponding speckle noise suppression model and a frame are established so as to obtain a good thyroid nodule ultrasonic image processing result.",1
70771276,ANTISEED-manual,Calculating a most probable path,"A method of calculating a most probable path (MPP) comprising: with a classification module, classifying each of a plurality of origin and destination (O/D) trajectories into one of a plurality of periods of time, the classification comprising: changing a data sampling time period of any of the plurality of trajectories within the determined classification periods; with the classification module, detecting any O/D data descriptive of an aperiodic O/D trajectory using context data descriptive of the aperiodic O/D trajectory; and with the classification module, calculating a route trajectory serving as a candidate of the MPP to determine a priority O/D trajectory that matches the context data.","Calculating a most probable path A method of calculating a most probable path (MPP) comprising: with a classification module, classifying each of a plurality of origin and destination (O/D) trajectories into one of a plurality of periods of time, the classification comprising: changing a data sampling time period of any of the plurality of trajectories within the determined classification periods; with the classification module, detecting any O/D data descriptive of an aperiodic O/D trajectory using context data descriptive of the aperiodic O/D trajectory; and with the classification module, calculating a route trajectory serving as a candidate of the MPP to determine a priority O/D trajectory that matches the context data.",0
45931525,ANTISEED-AF,Method and apparatus for remote web-based technical support,"A system provides task-oriented enhancement of a software application that allows for remote, Web-based, technical support. The system observes user-interactive elements in the software application. Based on the observed user-interactive elements, the system generates at least one task indication and at least one respective instruction indication associated with the software application. Generation of the indications may be done dynamically as the software application loads or executes. The system may be activated locally or remotely to provide technical support, or “coaching”, to a user. The system may also be used to generate documentation for the software application.","Method and apparatus for remote web-based technical support A system provides task-oriented enhancement of a software application that allows for remote, Web-based, technical support. The system observes user-interactive elements in the software application. Based on the observed user-interactive elements, the system generates at least one task indication and at least one respective instruction indication associated with the software application. Generation of the indications may be done dynamically as the software application loads or executes. The system may be activated locally or remotely to provide technical support, or “coaching”, to a user. The system may also be used to generate documentation for the software application.",0
25542773,SEED,Automatic sketch generation,An example-based facial sketch system and process that automatically generates a sketch from an input image depicting a person&#39;s face. Sketch generation is accomplished by first training the system using example facial images and sketches of the depicted faces drawn with a particular style by a sketch artist. The trained system is then used to automatically generate a facial sketch that simulates the artist&#39;s style from an input image depicting a person&#39;s face. Nonparametric sampling and a flexible sketch model are employed to capture the complex statistical characteristics between an image and its sketch.,Automatic sketch generation An example-based facial sketch system and process that automatically generates a sketch from an input image depicting a person&#39;s face. Sketch generation is accomplished by first training the system using example facial images and sketches of the depicted faces drawn with a particular style by a sketch artist. The trained system is then used to automatically generate a facial sketch that simulates the artist&#39;s style from an input image depicting a person&#39;s face. Nonparametric sampling and a flexible sketch model are employed to capture the complex statistical characteristics between an image and its sketch.,1
52391348,ANTISEED-manual,Efficient prediction,"Disclosed are a system and method for constructing and using a predictive model to generate a prediction signal, also referred to as a classification signal when the signal indicates one of a plurality of distinct classes. In various embodiments, the disclosed technique reduces a size of a predictive Support Vector Model by extracting certain values beforehand and storing only weighting values. The technique does not sacrifice generalization performance but does significantly reduce the model size and accelerate prediction performance. The described system applies to most kernel functions, whether linear or nonlinear.","Efficient prediction Disclosed are a system and method for constructing and using a predictive model to generate a prediction signal, also referred to as a classification signal when the signal indicates one of a plurality of distinct classes. In various embodiments, the disclosed technique reduces a size of a predictive Support Vector Model by extracting certain values beforehand and storing only weighting values. The technique does not sacrifice generalization performance but does significantly reduce the model size and accelerate prediction performance. The described system applies to most kernel functions, whether linear or nonlinear.",0
14551716,ANTISEED-AF,Slip frequency control system,"PURPOSE:To contrive energy saving, by providing a slip frequency correction part correcting the output command value from a slip frequency control means. CONSTITUTION:In a slip frequency correction circuit 6, a D/A converter 6a reads a current command I* in analog value and converts the current command I* into a digital signal and transfers the digital signal to a microcomputer 6b. In the microcomputer 6b, after adding the slip frequency correction value f&#39;s to a minor deviation portion DELTAf&#39;s for every sampling of the current command I*, a new f&#39;s is formed and the new f&#39;s is delivered to an inverter through an A/D converter 6c. Therefore, the f&#39;s successively moves in a fixed direction every sampling for the command I*.","Slip frequency control system PURPOSE:To contrive energy saving, by providing a slip frequency correction part correcting the output command value from a slip frequency control means. CONSTITUTION:In a slip frequency correction circuit 6, a D/A converter 6a reads a current command I* in analog value and converts the current command I* into a digital signal and transfers the digital signal to a microcomputer 6b. In the microcomputer 6b, after adding the slip frequency correction value f&#39;s to a minor deviation portion DELTAf&#39;s for every sampling of the current command I*, a new f&#39;s is formed and the new f&#39;s is delivered to an inverter through an A/D converter 6c. Therefore, the f&#39;s successively moves in a fixed direction every sampling for the command I*.",0
56116299,ANTISEED-manual,Adaptive cruise control system and vehicle comprising an adaptive cruise control system,"A vehicle (H) and an adaptive cruise control system, ACC, (1) is provided. The ACC system (1) comprises a control unit (15) configured to control a steering angle of said vehicle (H) in relation to detected road lanes (12) and/or road markings (13). The ACC system (1) further comprises a steering wheel (19) arranged to allow the provision of manual steering input to the steering system (17) of the vehicle (H) and a steering angle sensor (18). The steering system (17) is configured to identify a steering wheel jerk, performed as a clockwise- and counter-clockwise actuation of the steering wheel (19) within a predetermined time range and to steer the host vehicle (H) from a first, current, road lane (12a) to a second road lane (12b) based on the identified jerk as indicated by the steering angle sensor (18).","Adaptive cruise control system and vehicle comprising an adaptive cruise control system A vehicle (H) and an adaptive cruise control system, ACC, (1) is provided. The ACC system (1) comprises a control unit (15) configured to control a steering angle of said vehicle (H) in relation to detected road lanes (12) and/or road markings (13). The ACC system (1) further comprises a steering wheel (19) arranged to allow the provision of manual steering input to the steering system (17) of the vehicle (H) and a steering angle sensor (18). The steering system (17) is configured to identify a steering wheel jerk, performed as a clockwise- and counter-clockwise actuation of the steering wheel (19) within a predetermined time range and to steer the host vehicle (H) from a first, current, road lane (12a) to a second road lane (12b) based on the identified jerk as indicated by the steering angle sensor (18).",0
57110398,ANTISEED-manual,"Sensor arrangement for detecting a state of a road with at least two ultrasonic sensors, driver assistance system, motor vehicle and associated method","The invention relates to a sensor arrangement (3) for detecting a condition of a roadway (10), having a sensor device (8) which is designed to impinge on water (12) during travel of a motor vehicle (1) on the roadway (10) ) on a Radlaufverkleidung (13) of the motor vehicle (1), and with a control device (7) for detecting the state of the road (10) based on the means of the sensor device (8) detected impact of the water (12), wherein the sensor device (8) comprises a first ultrasonic sensor (4) and a second ultrasonic sensor (5), which are each adapted to receive an ultrasonic signal and which are also adapted to detect the impact of the water (12) on the Radlaufverkleidung (13) ,","Sensor arrangement for detecting a state of a road with at least two ultrasonic sensors, driver assistance system, motor vehicle and associated method The invention relates to a sensor arrangement (3) for detecting a condition of a roadway (10), having a sensor device (8) which is designed to impinge on water (12) during travel of a motor vehicle (1) on the roadway (10) ) on a Radlaufverkleidung (13) of the motor vehicle (1), and with a control device (7) for detecting the state of the road (10) based on the means of the sensor device (8) detected impact of the water (12), wherein the sensor device (8) comprises a first ultrasonic sensor (4) and a second ultrasonic sensor (5), which are each adapted to receive an ultrasonic signal and which are also adapted to detect the impact of the water (12) on the Radlaufverkleidung (13) ,",0
65187883,SEED,"Light-based three-dimensional face optimization method and apparatus, and electronic device","A light-based three-dimensional face optimization method and apparatus, and an electronic device. The method comprises: acquiring a target picture, and determining whether a facial image in the target picture is in a non-uniform light condition (S101); if the facial image is in a non-uniform light condition, inputting the facial image to a pre-trained image generation model to obtain an optimized facial image after light adjustment is performed on the facial image (S102); processing the optimized facial image based on a pre-trained convolutional neural network model to obtain first three-dimensional face model parameter information (S103); and processing a three-dimensional average face model according to the first three-dimensional face model parameter information to obtain a three-dimensional facial image corresponding to the facial image (S104). By means of the method, a facial image photographed under a poor lighting environment is optimized, so as to obtain a clear face; moreover, only a single picture is needed to generate a three-dimensional face, thus reducing the costs.","Light-based three-dimensional face optimization method and apparatus, and electronic device A light-based three-dimensional face optimization method and apparatus, and an electronic device. The method comprises: acquiring a target picture, and determining whether a facial image in the target picture is in a non-uniform light condition (S101); if the facial image is in a non-uniform light condition, inputting the facial image to a pre-trained image generation model to obtain an optimized facial image after light adjustment is performed on the facial image (S102); processing the optimized facial image based on a pre-trained convolutional neural network model to obtain first three-dimensional face model parameter information (S103); and processing a three-dimensional average face model according to the first three-dimensional face model parameter information to obtain a three-dimensional facial image corresponding to the facial image (S104). By means of the method, a facial image photographed under a poor lighting environment is optimized, so as to obtain a clear face; moreover, only a single picture is needed to generate a three-dimensional face, thus reducing the costs.",1
