family_id,expansion_level,title,abstract,text,label
62627085,ANTISEED-manual,Protecting parallel multiplication operations from external monitoring attacks,"Systems and methods for protecting from external monitoring attacks cryptographic data processing operations involving universal polynomial hash functions computation. An example method may comprise: receiving an input data block and an iteration result value; performing a first field multiplication operation to produce a new iteration result value, by iteratively processing, starting from a first bit position, bits of a combination of the input data block and the iteration result value, wherein the first bit position is represented by one of: a least-significant bit and a most-significant bit; performing a second field multiplication operation to produce a new mask correction value, by iteratively processing operand bits starting from a second bit position, wherein the second bit position is represented by one of: a least-significant bit and a most-significant bit, and wherein the second bit position is different from the first bit position; applying the new mask correction value to the new iteration result value; and producing, based on the new iteration result value, a value of a cryptographic hash function to be utilized by at least one of: an authenticated encryption operation or an authenticated decryption operation.","Protecting parallel multiplication operations from external monitoring attacks Systems and methods for protecting from external monitoring attacks cryptographic data processing operations involving universal polynomial hash functions computation. An example method may comprise: receiving an input data block and an iteration result value; performing a first field multiplication operation to produce a new iteration result value, by iteratively processing, starting from a first bit position, bits of a combination of the input data block and the iteration result value, wherein the first bit position is represented by one of: a least-significant bit and a most-significant bit; performing a second field multiplication operation to produce a new mask correction value, by iteratively processing operand bits starting from a second bit position, wherein the second bit position is represented by one of: a least-significant bit and a most-significant bit, and wherein the second bit position is different from the first bit position; applying the new mask correction value to the new iteration result value; and producing, based on the new iteration result value, a value of a cryptographic hash function to be utilized by at least one of: an authenticated encryption operation or an authenticated decryption operation.",0
17105884,ANTISEED-manual,Five-phase dc motor,"PURPOSE:To obtain the five-phase DC motor of extremely less torque ripple, by winding up every two armature windings phase by phase, and by connecting respective terminals to the 15 commutator segments of different widths in order. CONSTITUTION:A field pole 15 having the four poles of poles N and poles S at equal intervals is set as a stator. A rotor armature confronted with the stator is provided with five salient poles, and on the respective salient poles, armature windings 35 for a first-a fifth phase are respectively wound up. In this case, as the armature windings of the respective phases, two armature windings 35A and 35B are contrived to be respectively wound up. Besides, so far as commutator segments are concerned, the commutator segments of double widths are arranged at every two segments, and as a whole, the 15 commutator segments 39 are arranged, and to the wider commutator segments, the internal terminals of the windings of the respective phases are connected. So far as the commutator segments of smaller widths are concerned, the segments of each phase shifted by 360 degrees are connected to each other. Then, a pair of brushes 12 shifted positionally by 180 degrees at an electrical angle are permitted to slide.","Five-phase dc motor PURPOSE:To obtain the five-phase DC motor of extremely less torque ripple, by winding up every two armature windings phase by phase, and by connecting respective terminals to the 15 commutator segments of different widths in order. CONSTITUTION:A field pole 15 having the four poles of poles N and poles S at equal intervals is set as a stator. A rotor armature confronted with the stator is provided with five salient poles, and on the respective salient poles, armature windings 35 for a first-a fifth phase are respectively wound up. In this case, as the armature windings of the respective phases, two armature windings 35A and 35B are contrived to be respectively wound up. Besides, so far as commutator segments are concerned, the commutator segments of double widths are arranged at every two segments, and as a whole, the 15 commutator segments 39 are arranged, and to the wider commutator segments, the internal terminals of the windings of the respective phases are connected. So far as the commutator segments of smaller widths are concerned, the segments of each phase shifted by 360 degrees are connected to each other. Then, a pair of brushes 12 shifted positionally by 180 degrees at an electrical angle are permitted to slide.",0
44987567,ANTISEED-AF,Together-in and together-out composite steaming box,"The utility model relates to a together-in and together-out composite steaming box. A box body adopts a cordwood type structure, the end part of the box body is a cloth guide roller steaming re-heating zone, the lower part of the box body is a mesh belt steaming zone, the top plate of the box body and the top plate of a steam sealing port are both in indirect heating warm-keeping drip-proof structure, heating water containing trough with a groove structure is arranged on the bottom of the box body, and the box body is provided with a bottom frame. The together-in and together-out composite steaming box adopts the cordwood type structure, so that the transportation and the installation work of a large-size box body can be simplified.","Together-in and together-out composite steaming box The utility model relates to a together-in and together-out composite steaming box. A box body adopts a cordwood type structure, the end part of the box body is a cloth guide roller steaming re-heating zone, the lower part of the box body is a mesh belt steaming zone, the top plate of the box body and the top plate of a steam sealing port are both in indirect heating warm-keeping drip-proof structure, heating water containing trough with a groove structure is arranged on the bottom of the box body, and the box body is provided with a bottom frame. The together-in and together-out composite steaming box adopts the cordwood type structure, so that the transportation and the installation work of a large-size box body can be simplified.",0
34526906,ANTISEED-manual,Architecture for an extensible real-time collaboration system,"An architecture for an extensible real-time collaboration system providing a unified interface is provided. The architecture presents a unified application program interface for writing application programs that use communications protocols. The architecture has presence and activity objects, multiple endpoint objects, and a collaboration service object. These objects may use various communications protocols, such as Session Initiation Protocol or Real-Time Transport Protocol, to send and receive messages. The presence and activities objects, multiple endpoint objects, and collaboration service object may each have one or more APIs that an application developer can use to access or provide various functionalities. These objects map the API to the underlying implementation provided by other objects.","Architecture for an extensible real-time collaboration system An architecture for an extensible real-time collaboration system providing a unified interface is provided. The architecture presents a unified application program interface for writing application programs that use communications protocols. The architecture has presence and activity objects, multiple endpoint objects, and a collaboration service object. These objects may use various communications protocols, such as Session Initiation Protocol or Real-Time Transport Protocol, to send and receive messages. The presence and activities objects, multiple endpoint objects, and collaboration service object may each have one or more APIs that an application developer can use to access or provide various functionalities. These objects map the API to the underlying implementation provided by other objects.",0
59623844,SEED,"Registration / authorization method, apparatus and system","A registration / authorization method, apparatus, and system for solving a technical problem with low security of a conventional authorization technique are provided. The method is applied to an authorization server, and the authorization server is a node in a block chain network, and stores a block chain composed of a plurality of blocks for storing authorization information, and the method is performed by a user apparatus. Transmitting the received registration request message including identity confirmation information for performing identity authentication for the user; assigning authorization information for indicating a service accessible to the user to the user; Writing the identity verification information and the authorization information into a block of the blockchain by an authorization server.","Registration / authorization method, apparatus and system A registration / authorization method, apparatus, and system for solving a technical problem with low security of a conventional authorization technique are provided. The method is applied to an authorization server, and the authorization server is a node in a block chain network, and stores a block chain composed of a plurality of blocks for storing authorization information, and the method is performed by a user apparatus. Transmitting the received registration request message including identity confirmation information for performing identity authentication for the user; assigning authorization information for indicating a service accessible to the user to the user; Writing the identity verification information and the authorization information into a block of the blockchain by an authorization server.",1
39191614,ANTISEED-AF,Monocomponent epoxide-resin rubber adhesive and preparation method thereof,"The invention provides a single-component epoxy resin binder. The raw materials comprise latent curing agent and epoxy resin. The latent curing agent is para-acetyl-phenyl-biguanide of amount 10-22 phr. The epoxy resin and the para-acetyl-phenyl-biguanide are mixed evenly under 30-50 DEG C to get the single-component epoxy resin binder. The binder is prepared by the following procedures: (1) weighing the raw materials in proper proportions; (2) mixing the weighed raw materials; (3) mixing under 30-50 DEG C evenly. As the materials are selected properly, the preparing process is simple and environmental friendly. The single-component epoxy resin binder is of low curing temperature (100-140 DEG C), excellent storage property (storage period is up to 300 days if storing under 4 DEG C; storage period is 120 days if storing under 25 DEG C) and mechanical properties (the shearing strength is more than 17 MPa after curing).","Monocomponent epoxide-resin rubber adhesive and preparation method thereof The invention provides a single-component epoxy resin binder. The raw materials comprise latent curing agent and epoxy resin. The latent curing agent is para-acetyl-phenyl-biguanide of amount 10-22 phr. The epoxy resin and the para-acetyl-phenyl-biguanide are mixed evenly under 30-50 DEG C to get the single-component epoxy resin binder. The binder is prepared by the following procedures: (1) weighing the raw materials in proper proportions; (2) mixing the weighed raw materials; (3) mixing under 30-50 DEG C evenly. As the materials are selected properly, the preparing process is simple and environmental friendly. The single-component epoxy resin binder is of low curing temperature (100-140 DEG C), excellent storage property (storage period is up to 300 days if storing under 4 DEG C; storage period is 120 days if storing under 25 DEG C) and mechanical properties (the shearing strength is more than 17 MPa after curing).",0
39526670,ANTISEED-AF,Dynamic parallax barrier autosteroscopic display system and method,Embodiments of the invention provide a dynamic parallax barrier autostereoscopic system and method for one and multiple users with user tracking. One example embodiment of the invention is a dynamic parallax barrier autostereoscopic virtual reality display system includes a display including a front display plane and a rear display plane. The front display plane dynamically generates barrier strips with transparent regions therebetween. The rear display plane generates images viewable through the transparent regions to create a virtual reality effect for a user or users.,Dynamic parallax barrier autosteroscopic display system and method Embodiments of the invention provide a dynamic parallax barrier autostereoscopic system and method for one and multiple users with user tracking. One example embodiment of the invention is a dynamic parallax barrier autostereoscopic virtual reality display system includes a display including a front display plane and a rear display plane. The front display plane dynamically generates barrier strips with transparent regions therebetween. The rear display plane generates images viewable through the transparent regions to create a virtual reality effect for a user or users.,0
70327037,SEED,Asset management in asset-based blockchain system,"Techniques for improved asset management in an asset-based distributed ledger such as a blockchain system are disclosed. In one method, an asset balance structure is obtained, wherein the asset balance structure specifies asset balances, as of a given point in time, for a set of blockchain addresses associated with a blockchain system comprising blocks that reflect transactions associated with the assets. One or more transactions associated with the assets for any of the set of blockchain addresses that occur after generation of the asset balance structure are obtained. The one or more transactions associated with the assets that occur after generation of the asset balance structure are applied to the asset balance structure to generate an updated indication of the asset balances for the set of blockchain addresses. Advantageously, a given asset wallet stores the asset balance structure rather than the entire set of blocks of the blockchain system.","Asset management in asset-based blockchain system Techniques for improved asset management in an asset-based distributed ledger such as a blockchain system are disclosed. In one method, an asset balance structure is obtained, wherein the asset balance structure specifies asset balances, as of a given point in time, for a set of blockchain addresses associated with a blockchain system comprising blocks that reflect transactions associated with the assets. One or more transactions associated with the assets for any of the set of blockchain addresses that occur after generation of the asset balance structure are obtained. The one or more transactions associated with the assets that occur after generation of the asset balance structure are applied to the asset balance structure to generate an updated indication of the asset balances for the set of blockchain addresses. Advantageously, a given asset wallet stores the asset balance structure rather than the entire set of blocks of the blockchain system.",1
69639098,SEED,Secure smart note,"An example operation may include one or more of conecting, by a smart note, to a blockchain configured to store an asset of a user on a ledger, acquiring, by a smart note, a value of the asset from the ledger, displaying, by a smart note, the value on a display screen located on the smart note in response to a detection of a smart note button press event, generating, by a smart note, an asset address key pair, checking, by a smart note, a status of a private key associated with the smart note, and displaying, by a smart note, a trusted symbol next to the value on the display screen, if the status of the private key indicates that the private key has never been used.","Secure smart note An example operation may include one or more of conecting, by a smart note, to a blockchain configured to store an asset of a user on a ledger, acquiring, by a smart note, a value of the asset from the ledger, displaying, by a smart note, the value on a display screen located on the smart note in response to a detection of a smart note button press event, generating, by a smart note, an asset address key pair, checking, by a smart note, a status of a private key associated with the smart note, and displaying, by a smart note, a trusted symbol next to the value on the display screen, if the status of the private key indicates that the private key has never been used.",1
23643258,ANTISEED-manual,Apparatus and method for data encryption using public key cryptology,"PROBLEM TO BE SOLVED: To provide an apparatus and a method to encode data using a public key encoding method. SOLUTION: An IC(integrated circuit) chip 63 having both of a public key encoding engine 57 and a fuse array 51 is prepared. The fuse array 51 is physically connected with the public key encoding engine 57 and encoded by a private key used by the encoding engine 57, Before the IC chip 63 is capsulated, the fuse array 51 is encoded by a laser abrasion process. After the IC chip is capsulated, the private key is permanently sealed in the IC chip 63 and kept secretly. Public key hash values and serial numbers may be encoded in the fuse array 51.","Apparatus and method for data encryption using public key cryptology PROBLEM TO BE SOLVED: To provide an apparatus and a method to encode data using a public key encoding method. SOLUTION: An IC(integrated circuit) chip 63 having both of a public key encoding engine 57 and a fuse array 51 is prepared. The fuse array 51 is physically connected with the public key encoding engine 57 and encoded by a private key used by the encoding engine 57, Before the IC chip 63 is capsulated, the fuse array 51 is encoded by a laser abrasion process. After the IC chip is capsulated, the private key is permanently sealed in the IC chip 63 and kept secretly. Public key hash values and serial numbers may be encoded in the fuse array 51.",0
71070950,SEED,Shop platform using blockchain,"Disclosed herein are system, method, and computer program product embodiments for tracking shop information using blockchain. In an embodiment, a shop application system may gather information related to a shop using various sensors within the shop. For example, the shop application system may identify a flow rate of traffic within the shop or outside of the shop. The shop application system may securely transmit this information to a blockchain cloud platform to be stored onto a blockchain. The blockchain may also maintain store information from a client application system related to shop ownership or tenancy. In this manner, the blockchain may provide a public means for accessing transactions related to a shop as well as provide confidence in the information provided.","Shop platform using blockchain Disclosed herein are system, method, and computer program product embodiments for tracking shop information using blockchain. In an embodiment, a shop application system may gather information related to a shop using various sensors within the shop. For example, the shop application system may identify a flow rate of traffic within the shop or outside of the shop. The shop application system may securely transmit this information to a blockchain cloud platform to be stored onto a blockchain. The blockchain may also maintain store information from a client application system related to shop ownership or tenancy. In this manner, the blockchain may provide a public means for accessing transactions related to a shop as well as provide confidence in the information provided.",1
15792472,ANTISEED-manual,System for supporting operating system,"PURPOSE:To easily generate an operating system using a message of native language by holding a various kinds of messages in two hinds of language in a file, and substituting the message to the native language when the operating system is used. CONSTITUTION:A native language message generating means 2 generates message groups translated to Japanese language by a translator at a site as a work file 6 by referring to an English message group in a system file 5 by a two language message holding means 1. The generated message group is substituted a corresponding Japanese language message group in the system file 5 by a native language message substitution means 3 classified by every application by utilizing a tool. And by designating a various kinds of system SG parameter classified by every application by a substituted message out of a various kinds of messages classified by every application at the time of starting up the system, a native language message output decision means 4 classified by every application outputs the native language message of corresponding application to the system. In such a way, it is possible to easily generate the system using the native language message.","System for supporting operating system PURPOSE:To easily generate an operating system using a message of native language by holding a various kinds of messages in two hinds of language in a file, and substituting the message to the native language when the operating system is used. CONSTITUTION:A native language message generating means 2 generates message groups translated to Japanese language by a translator at a site as a work file 6 by referring to an English message group in a system file 5 by a two language message holding means 1. The generated message group is substituted a corresponding Japanese language message group in the system file 5 by a native language message substitution means 3 classified by every application by utilizing a tool. And by designating a various kinds of system SG parameter classified by every application by a substituted message out of a various kinds of messages classified by every application at the time of starting up the system, a native language message output decision means 4 classified by every application outputs the native language message of corresponding application to the system. In such a way, it is possible to easily generate the system using the native language message.",0
66992467,SEED,Methods and systems for the distribution of goods,"A method and system for the distribution of goods, including: receiving a signal indicating completion of a payment to a holding account, the amount of the payment corresponding to an amount of tax payable for goods sold by a seller; adding a block to a blockchain, the block containing information identifying at least the amount of tax payable; determining when a later block, indicating that the goods sold by the seller are released for delivery in a destination taxing jurisdiction having a taxing authority, has been added to the blockchain; and upon determining that the later block has been added to the blockchain: querying the blockchain to determine the amount of tax payable; and instructing a transaction processor to transfer funds corresponding to the amount of tax payable from the holding account to an account associated with the taxing authority.","Methods and systems for the distribution of goods A method and system for the distribution of goods, including: receiving a signal indicating completion of a payment to a holding account, the amount of the payment corresponding to an amount of tax payable for goods sold by a seller; adding a block to a blockchain, the block containing information identifying at least the amount of tax payable; determining when a later block, indicating that the goods sold by the seller are released for delivery in a destination taxing jurisdiction having a taxing authority, has been added to the blockchain; and upon determining that the later block has been added to the blockchain: querying the blockchain to determine the amount of tax payable; and instructing a transaction processor to transfer funds corresponding to the amount of tax payable from the holding account to an account associated with the taxing authority.",1
32995902,ANTISEED-manual,Bearer connection signaling in a distributed architecture,"A telecommunications network, which a first protocol, couples to a bearer connection, having a second protocol. At least a portion of the first protocol is mapped to the second protocol. A first signal of the first protocol is translated and inserted into a second signal of the second protocol according to the mapping, wherein the first signal of the first protocol is employed in the control of the bearer connection.","Bearer connection signaling in a distributed architecture A telecommunications network, which a first protocol, couples to a bearer connection, having a second protocol. At least a portion of the first protocol is mapped to the second protocol. A first signal of the first protocol is translated and inserted into a second signal of the second protocol according to the mapping, wherein the first signal of the first protocol is employed in the control of the bearer connection.",0
34755151,ANTISEED-AF,Public transport vehicle mounted mobile information terminal,"The utility model relates to a public transport vehicle mounted mobile information terminal, belonging to the fields of electronic information and communication technology, comprising a core main control unit, a wireless communication unit, a voice broadcast unit, a human-machine interface unit, an electrical source management unit, an extended interface unit and a storage location. The public transport vehicle mounted mobile information terminal is provided with the function of stops reporting for public transport vehicles, adopting the automatic position settings of the distance vector and the index point adjustment localization ; through the industrial standard interface and the imitation or cipher input interface, a vehicle sensor is connected with other vehicular equipments, forming the vehicle mounted network ; making use of the public communication network, the public transport vehicle mounted mobile information terminal is communicated with the public transport executive system, realizing exchanging, sharing and comprehending between the data from different sources, providing with valuable data resources for the public transport executive system, solving the long-time obsessing problem of the data live collection for public transport executive system with a low price, effectively decreasing the cost of investment and use for users, raising the service quality and the informationalized control level of the public transport industry.","Public transport vehicle mounted mobile information terminal The utility model relates to a public transport vehicle mounted mobile information terminal, belonging to the fields of electronic information and communication technology, comprising a core main control unit, a wireless communication unit, a voice broadcast unit, a human-machine interface unit, an electrical source management unit, an extended interface unit and a storage location. The public transport vehicle mounted mobile information terminal is provided with the function of stops reporting for public transport vehicles, adopting the automatic position settings of the distance vector and the index point adjustment localization ; through the industrial standard interface and the imitation or cipher input interface, a vehicle sensor is connected with other vehicular equipments, forming the vehicle mounted network ; making use of the public communication network, the public transport vehicle mounted mobile information terminal is communicated with the public transport executive system, realizing exchanging, sharing and comprehending between the data from different sources, providing with valuable data resources for the public transport executive system, solving the long-time obsessing problem of the data live collection for public transport executive system with a low price, effectively decreasing the cost of investment and use for users, raising the service quality and the informationalized control level of the public transport industry.",0
57671036,SEED,Power consumption perception pow consensus mechanism for block chain,"A power consumption perception PoW consensus mechanism for a block chain, comprising the following process steps: (1) in a Bitcoin system, all nodes compete with each other on the basis of respective computer computing power to jointly solve an SHA math problem that is complex to solve but easy to verify, and a node which solves the problem at the fastest speed obtains a block accounting right and Bitcoin award automatically generated by the system; (2) interconnecting physical servers located at different geographical locations by using a WDM mesh network to form a block chain infrastructure network, generating power consumption in response to a block chain request, integrating block chain nodes on light load servers to fewer physical servers, directing communication requirements to fewer links, and turning off unnecessary servers and nodes. By using the power consumption perception PoW consensus mechanism, resource potential of the infrastructure network can be further exploited while the performance of the block chain is improved; in addition, power consumption can be perceived, so as to reduce carbon emission and greenhouse effect.","Power consumption perception pow consensus mechanism for block chain A power consumption perception PoW consensus mechanism for a block chain, comprising the following process steps: (1) in a Bitcoin system, all nodes compete with each other on the basis of respective computer computing power to jointly solve an SHA math problem that is complex to solve but easy to verify, and a node which solves the problem at the fastest speed obtains a block accounting right and Bitcoin award automatically generated by the system; (2) interconnecting physical servers located at different geographical locations by using a WDM mesh network to form a block chain infrastructure network, generating power consumption in response to a block chain request, integrating block chain nodes on light load servers to fewer physical servers, directing communication requirements to fewer links, and turning off unnecessary servers and nodes. By using the power consumption perception PoW consensus mechanism, resource potential of the infrastructure network can be further exploited while the performance of the block chain is improved; in addition, power consumption can be perceived, so as to reduce carbon emission and greenhouse effect.",1
17717333,ANTISEED-manual,Method of reading guiding indicator for unattended track,"PURPOSE: To attain accurate detection of running distance by comparing a detection output with a prescribed threshold value in reading an index by a line segment detection means.  
     CONSTITUTION: A voltage signal from a metallic sensor 10 is fed to an negative input of a subtraction circuit 32 via an input terminal 31 of an interruption signal generating circuit 11 and a threshold value is fed to an positive input from a threshold value setting device 33. The subtraction circuit 32 applies subtraction of the two inputs, gives a subtraction signal to a Schmitt circuit 34 comprising an operational amplifier, a minute ripple noise eliminated and only the signal is outputted. When the output voltage of the Schmitt circuit 34 goes to an L level, a collector voltage of a transistor (TR) 35 goes to an H level, a one-shot multivibrator circuit 37 is triggered to output a leading interruption signal S 1 . When the output voltage goes to an H level, the collector voltage of a TR 36 goes to an H level, a one-shot circuit 38 is triggered to output a trailing interruption signal S 2 . 
     COPYRIGHT: (C)1987,JPO&amp;Japio","Method of reading guiding indicator for unattended track PURPOSE: To attain accurate detection of running distance by comparing a detection output with a prescribed threshold value in reading an index by a line segment detection means. CONSTITUTION: A voltage signal from a metallic sensor 10 is fed to an negative input of a subtraction circuit 32 via an input terminal 31 of an interruption signal generating circuit 11 and a threshold value is fed to an positive input from a threshold value setting device 33. The subtraction circuit 32 applies subtraction of the two inputs, gives a subtraction signal to a Schmitt circuit 34 comprising an operational amplifier, a minute ripple noise eliminated and only the signal is outputted. When the output voltage of the Schmitt circuit 34 goes to an L level, a collector voltage of a transistor (TR) 35 goes to an H level, a one-shot multivibrator circuit 37 is triggered to output a leading interruption signal S 1 . When the output voltage goes to an H level, the collector voltage of a TR 36 goes to an H level, a one-shot circuit 38 is triggered to output a trailing interruption signal S 2 . COPYRIGHT: (C)1987,JPO&amp;Japio",0
62388374,ANTISEED-AF,Vehicles energy accumulating system,"This disclosure relates to vehicles energy accumulating system.In certain aspects, which can be used for powering for electric vehicle.The energy-storage system can include multiple individual battery units.These units can be cylindrical, and can have the positive and negative terminal in the same end.These units can in physics and/or be electrically organized into brick.The brick can physically and/or electrically be organized into module.The module can physically and/or electrically be organized into string group.The string group can physically and/or be electrically organized in groups.In some embodiments, group, string group, module and/or brick can include flexible circuit and/or can be that liquid cools down.","Vehicles energy accumulating system This disclosure relates to vehicles energy accumulating system.In certain aspects, which can be used for powering for electric vehicle.The energy-storage system can include multiple individual battery units.These units can be cylindrical, and can have the positive and negative terminal in the same end.These units can in physics and/or be electrically organized into brick.The brick can physically and/or electrically be organized into module.The module can physically and/or electrically be organized into string group.The string group can physically and/or be electrically organized in groups.In some embodiments, group, string group, module and/or brick can include flexible circuit and/or can be that liquid cools down.",0
24737708,ANTISEED-manual,Improvements in memory addressing devices,,Improvements in memory addressing devices,0
59859085,ANTISEED-manual,Signal plane protection within a communications network,"A method of securely registering a User Equipment, UE, with an IP Multimedia Subsystem, IMS, network. The method comprises sending from the UE to the IMS network, a Session Initiation Protocol, SIP, REGISTER message comprising information encrypted using the public key part of a public-private key pair belonging to the IMS network or to a controller of the IMS network.","Signal plane protection within a communications network A method of securely registering a User Equipment, UE, with an IP Multimedia Subsystem, IMS, network. The method comprises sending from the UE to the IMS network, a Session Initiation Protocol, SIP, REGISTER message comprising information encrypted using the public key part of a public-private key pair belonging to the IMS network or to a controller of the IMS network.",0
59485389,SEED,Blockchain-implemented method and system,"The invention provides a computer-implemented control method and corresponding system. The method may control or influence a device, system or other resource such as a technical process. The invention can provide a mechanism for emulating or otherwise executing the functionality of a logic gate via a computer-based distributed ledger (blockchain). This may be the Bitcoin blockchain or an alternative network/protocol. The invention provides logic embedded within a redeem script such that it determines which particular private keys have been used to sign an unlocking script, and then interprets the provision of those keys in accordance with a predetermined function. In a preferred embodiment, the method may comprise the steps of providing a blockchain Transaction comprising a redeem script for an output, wherein the redeem script: i) specifies a plurality of public keys, each associated with a corresponding private key; and wherein each public key is uniquely associated with a potential state of at least one data source; and ii) comprises logic arranged to provide a result based on which of the plurality of associated private key(s) is used to sign the unlocking script; wherein a minimum number of said private keys must be used to sign an unlocking script of a further blockchain Transaction in order to spend the output. Preferably, the logic is arranged to implement the functionality of a logic gate such as a NOT, AND, OR, NOR, XOR, IMPLY, NAND, NONIMPLY or XNOR gate.","Blockchain-implemented method and system The invention provides a computer-implemented control method and corresponding system. The method may control or influence a device, system or other resource such as a technical process. The invention can provide a mechanism for emulating or otherwise executing the functionality of a logic gate via a computer-based distributed ledger (blockchain). This may be the Bitcoin blockchain or an alternative network/protocol. The invention provides logic embedded within a redeem script such that it determines which particular private keys have been used to sign an unlocking script, and then interprets the provision of those keys in accordance with a predetermined function. In a preferred embodiment, the method may comprise the steps of providing a blockchain Transaction comprising a redeem script for an output, wherein the redeem script: i) specifies a plurality of public keys, each associated with a corresponding private key; and wherein each public key is uniquely associated with a potential state of at least one data source; and ii) comprises logic arranged to provide a result based on which of the plurality of associated private key(s) is used to sign the unlocking script; wherein a minimum number of said private keys must be used to sign an unlocking script of a further blockchain Transaction in order to spend the output. Preferably, the logic is arranged to implement the functionality of a logic gate such as a NOT, AND, OR, NOR, XOR, IMPLY, NAND, NONIMPLY or XNOR gate.",1
28040151,ANTISEED-manual,System and method for providing internet services to sports enthusiasts such as tennis players,"A system and method of providing internet services to sports enthusiasts such as tennis players. According to the method, an electronic communication from a tennis player is transmitted over the internet to a virtual tennis center web site which determines whether the tennis player is an authorized user of the web site. A password prompt can be displayed to allow the authorized user to obtain full access to various screens on the web site. The web site determines whether the electronic communication is an e-mail or search request and conducts a search in a searchable database if the electronic communication is a search request. Alternatively, a notification is sent to one or more authorized users of the web site if the electronic communication is an e-mail intended for the one or more authorized users or a notification is forwarded to one or more authorized business entities if the electronic communication is an e-mail inquiring about tennis goods and/or services.","System and method for providing internet services to sports enthusiasts such as tennis players A system and method of providing internet services to sports enthusiasts such as tennis players. According to the method, an electronic communication from a tennis player is transmitted over the internet to a virtual tennis center web site which determines whether the tennis player is an authorized user of the web site. A password prompt can be displayed to allow the authorized user to obtain full access to various screens on the web site. The web site determines whether the electronic communication is an e-mail or search request and conducts a search in a searchable database if the electronic communication is a search request. Alternatively, a notification is sent to one or more authorized users of the web site if the electronic communication is an e-mail intended for the one or more authorized users or a notification is forwarded to one or more authorized business entities if the electronic communication is an e-mail inquiring about tennis goods and/or services.",0
17962356,ANTISEED-AF,Process cartridge and electrophotographic image forming apparatus,"(57) [Summary] To improve the mounting operability of a process cartridge. In a process cartridge detachable from a main body of an electrophotographic image forming apparatus, an electrophotographic photosensitive member, a process unit acting on the electrophotographic photosensitive member, and a process cartridge mounted on the drawer are provided. In the step of moving the drawer to the image forming position, a cartridge abutting portion provided so as to be able to abut on a main body abutting portion provided on the apparatus main body, wherein the cartridge abutting portion includes the process cartridge Is provided on the cartridge frame portion, which becomes an upper surface when mounted on the apparatus main body, and the cartridge abutting portion is provided at one end side of the electrophotographic photosensitive member in the axial direction of the electrophotographic photosensitive member. It is provided on the other end side.","Process cartridge and electrophotographic image forming apparatus (57) [Summary] To improve the mounting operability of a process cartridge. In a process cartridge detachable from a main body of an electrophotographic image forming apparatus, an electrophotographic photosensitive member, a process unit acting on the electrophotographic photosensitive member, and a process cartridge mounted on the drawer are provided. In the step of moving the drawer to the image forming position, a cartridge abutting portion provided so as to be able to abut on a main body abutting portion provided on the apparatus main body, wherein the cartridge abutting portion includes the process cartridge Is provided on the cartridge frame portion, which becomes an upper surface when mounted on the apparatus main body, and the cartridge abutting portion is provided at one end side of the electrophotographic photosensitive member in the axial direction of the electrophotographic photosensitive member. It is provided on the other end side.",0
68068553,SEED,System and Method for Transaction of Block Chain Based Cryptocurrency,"The present invention relates to a blockchain-based cryptocurrency trading system and trading method, and more particularly to a trading system and a trading method in cryptocurrency trading through a cryptocurrency exchange.   The blockchain-based cryptocurrency trading system according to the present invention provides a price information management unit that manages exchange rate information between the first reference cryptocurrency and the second reference cryptocurrency, and the transaction between the first reference cryptocurrency and the second reference cryptocurrency. It includes a cryptocurrency trading unit that performs or manages. In this case, the first reference cryptocurrency is a blockchain-based cryptocurrency in which the exchange rate with the first real currency is fixed, and the second reference cryptocurrency has a fixed exchange rate with the second real currency different from the first real currency. It is a blockchain-based cryptocurrency.","System and Method for Transaction of Block Chain Based Cryptocurrency The present invention relates to a blockchain-based cryptocurrency trading system and trading method, and more particularly to a trading system and a trading method in cryptocurrency trading through a cryptocurrency exchange. The blockchain-based cryptocurrency trading system according to the present invention provides a price information management unit that manages exchange rate information between the first reference cryptocurrency and the second reference cryptocurrency, and the transaction between the first reference cryptocurrency and the second reference cryptocurrency. It includes a cryptocurrency trading unit that performs or manages. In this case, the first reference cryptocurrency is a blockchain-based cryptocurrency in which the exchange rate with the first real currency is fixed, and the second reference cryptocurrency has a fixed exchange rate with the second real currency different from the first real currency. It is a blockchain-based cryptocurrency.",1
53609218,ANTISEED-manual,A kind of banding machine frock eliminating paillon foil ripple glaze,"The utility model discloses a kind of banding machine frock eliminating paillon foil ripple glaze.Easily produce the problem of ripple glaze for pole piece after there is itemize in existing lithium battery automatic slitting machine itemize process, the utility model discloses a kind of Novel tooling of banding machine.This frock is made up of sponge gland, stage clip.The utility model have structure simple, prepare low cost, the advantage such as easy to assembly, easy to operate, produce the problem of ripple glaze can realize elimination pole piece cutting on the basis not changing banding machine cutter original structure after.","A kind of banding machine frock eliminating paillon foil ripple glaze The utility model discloses a kind of banding machine frock eliminating paillon foil ripple glaze.Easily produce the problem of ripple glaze for pole piece after there is itemize in existing lithium battery automatic slitting machine itemize process, the utility model discloses a kind of Novel tooling of banding machine.This frock is made up of sponge gland, stage clip.The utility model have structure simple, prepare low cost, the advantage such as easy to assembly, easy to operate, produce the problem of ripple glaze can realize elimination pole piece cutting on the basis not changing banding machine cutter original structure after.",0
