rank,score,record_id,patent_id,domain,title,abstract,candidate_type,source
42,0.1,39249406,39249406,blockchain-and-distributed-ledger-technology-e3,Method for preparing hexangular ordered FePt nano particle array,The process of preparing ordered hexagonal nanometer FePt particle array includes the following steps: 1. self-assembling inverse micelle with amphiphilic block copolymer PS-block-P2VP intoluene; 2. adding metal salts FeCl3 and H2PtCl6 into the inverse micelle solution through stirring for the metal salts FeCl3 and H2PtCl6 to be combined with the P2VP kernel of the inverse micelle to form inverse micelle with supported metal salts; 3. depositing the inverse micelle with supported metal salts onto smooth monocrystalline substrate through dip coating to obtain ordered hexagonal inverse micelle array; and 4. oxygen plasma etching to eliminate copolymer substrate and reduce metal salt into simple substance so as to obtain homogeneous ordered hexagonal nanometer FePt particle array on the monocrystalline substrate.,easy_negative,out_of_domain
43,0.1,8200043,8200043,blockchain-and-distributed-ledger-technology-e3,Submerged actuator,"A well structure which includes a well housing (12) having an upwardly facing internal shoulder (26) and an internal recess (30) below the shoulder. A tieback (14) is adapted to be landed on the housing internal shoulder and has an upper internal surface and a smaller lower internal surface with a shoulder (46) therebetween. An actuator sleeve (16) has an upper outer portion fitting closely within the upper internal surface of the tieback, a lower outer portion fitting closely with the lower internal surface of the tieback, a downwardly facing external shoulder (44) between the lower and upper outer portions and a lower tapered surface tapering downwardly and inwardly. Latch elements (18) having upper outer tapered surfaces mate with the lower tapered surface on the actuator sleeve. A pressure compensating material (60) is positioned in the annulus between the shoulders (56, 44) and the upper internal surface of the tieback and the lower outer portion of said actuator sleeve so that downward movement of the actuator sleeve within the tieback is not prevented by the trapping of liquid within the annulus.",easy_negative,out_of_domain
44,0.1,62627085,62627085,blockchain-and-distributed-ledger-technology-e3,Protecting parallel multiplication operations from external monitoring attacks,"Systems and methods for protecting from external monitoring attacks cryptographic data processing operations involving universal polynomial hash functions computation. An example method may comprise: receiving an input data block and an iteration result value; performing a first field multiplication operation to produce a new iteration result value, by iteratively processing, starting from a first bit position, bits of a combination of the input data block and the iteration result value, wherein the first bit position is represented by one of: a least-significant bit and a most-significant bit; performing a second field multiplication operation to produce a new mask correction value, by iteratively processing operand bits starting from a second bit position, wherein the second bit position is represented by one of: a least-significant bit and a most-significant bit, and wherein the second bit position is different from the first bit position; applying the new mask correction value to the new iteration result value; and producing, based on the new iteration result value, a value of a cryptographic hash function to be utilized by at least one of: an authenticated encryption operation or an authenticated decryption operation.",easy_negative,out_of_domain
45,0.1,17105884,17105884,blockchain-and-distributed-ledger-technology-e3,Five-phase dc motor,"PURPOSE:To obtain the five-phase DC motor of extremely less torque ripple, by winding up every two armature windings phase by phase, and by connecting respective terminals to the 15 commutator segments of different widths in order. CONSTITUTION:A field pole 15 having the four poles of poles N and poles S at equal intervals is set as a stator. A rotor armature confronted with the stator is provided with five salient poles, and on the respective salient poles, armature windings 35 for a first-a fifth phase are respectively wound up. In this case, as the armature windings of the respective phases, two armature windings 35A and 35B are contrived to be respectively wound up. Besides, so far as commutator segments are concerned, the commutator segments of double widths are arranged at every two segments, and as a whole, the 15 commutator segments 39 are arranged, and to the wider commutator segments, the internal terminals of the windings of the respective phases are connected. So far as the commutator segments of smaller widths are concerned, the segments of each phase shifted by 360 degrees are connected to each other. Then, a pair of brushes 12 shifted positionally by 180 degrees at an electrical angle are permitted to slide.",easy_negative,out_of_domain
46,0.1,44987567,44987567,blockchain-and-distributed-ledger-technology-e3,Together-in and together-out composite steaming box,"The utility model relates to a together-in and together-out composite steaming box. A box body adopts a cordwood type structure, the end part of the box body is a cloth guide roller steaming re-heating zone, the lower part of the box body is a mesh belt steaming zone, the top plate of the box body and the top plate of a steam sealing port are both in indirect heating warm-keeping drip-proof structure, heating water containing trough with a groove structure is arranged on the bottom of the box body, and the box body is provided with a bottom frame. The together-in and together-out composite steaming box adopts the cordwood type structure, so that the transportation and the installation work of a large-size box body can be simplified.",easy_negative,out_of_domain
47,0.1,25445135,25445135,blockchain-and-distributed-ledger-technology-e3,Remote radio receiver,"A remote radio receiver includes audio circuitry, a user selection interface, user control circuitry and input/output interface. The audio circuitry is for receiving a digital audio stream and playing extracted audio signals over a speaker. The user control circuitry generates control signals as a result of a user interacting with the user selection interface. The input/output interface provides connection to a remote computer. The input/output interface forwards the digital audio stream from the remote computer to the audio circuitry. The input/output interface forwards the control signals from the user control circuitry to the remote computer.",easy_negative,out_of_domain
48,0.1,39925327,39925327,blockchain-and-distributed-ledger-technology-e3,"Electronic settlement system, electronic settlement server, negotiable-value providing apparatus, mobile communication terminal, and electronic settlement method","The present invention provides an electronic settlement system which is similar to cash settlement and which is available even in a game hall. The present invention provides an electronic settlement system including an electronic settlement server, a mobile communication terminal, and a negotiable-value providing apparatus. In the electronic settlement system, the mobile communication terminal acquires, from the negotiable-value providing apparatus, an equipment ID identifying the negotiable-value providing apparatus. The mobile communication terminal then generates a settlement request message containing a user ID identifying a user, a transfer amount corresponding to consideration for a negotiable value, and the equipment ID. The mobile communication terminal then transmits the message to the electronic settlement server. According to the result of a check of the user&#39;s credit status, the electronic settlement server instructs the negotiable-value providing apparatus to provide a negotiable value corresponding to the transfer amount. The electronic settlement server further requests a transfer of an amount corresponding to the transfer amount from the user&#39;s account to a predetermined account. Upon receiving the instruction to provide the negotiable value from the electronic settlement server, the negotiable-value providing apparatus provides the user with rental balls, rental medals, or the like corresponding to the transfer amount.",easy_negative,out_of_domain
49,0.1,34526906,34526906,blockchain-and-distributed-ledger-technology-e3,Architecture for an extensible real-time collaboration system,"An architecture for an extensible real-time collaboration system providing a unified interface is provided. The architecture presents a unified application program interface for writing application programs that use communications protocols. The architecture has presence and activity objects, multiple endpoint objects, and a collaboration service object. These objects may use various communications protocols, such as Session Initiation Protocol or Real-Time Transport Protocol, to send and receive messages. The presence and activities objects, multiple endpoint objects, and collaboration service object may each have one or more APIs that an application developer can use to access or provide various functionalities. These objects map the API to the underlying implementation provided by other objects.",easy_negative,out_of_domain
50,0.1,23643258,23643258,blockchain-and-distributed-ledger-technology-e3,Apparatus and method for data encryption using public key cryptology,"PROBLEM TO BE SOLVED: To provide an apparatus and a method to encode data using a public key encoding method. SOLUTION: An IC(integrated circuit) chip 63 having both of a public key encoding engine 57 and a fuse array 51 is prepared. The fuse array 51 is physically connected with the public key encoding engine 57 and encoded by a private key used by the encoding engine 57, Before the IC chip 63 is capsulated, the fuse array 51 is encoded by a laser abrasion process. After the IC chip is capsulated, the private key is permanently sealed in the IC chip 63 and kept secretly. Public key hash values and serial numbers may be encoded in the fuse array 51.",easy_negative,out_of_domain
51,0.1,39191614,39191614,blockchain-and-distributed-ledger-technology-e3,Monocomponent epoxide-resin rubber adhesive and preparation method thereof,"The invention provides a single-component epoxy resin binder. The raw materials comprise latent curing agent and epoxy resin. The latent curing agent is para-acetyl-phenyl-biguanide of amount 10-22 phr. The epoxy resin and the para-acetyl-phenyl-biguanide are mixed evenly under 30-50 DEG C to get the single-component epoxy resin binder. The binder is prepared by the following procedures: (1) weighing the raw materials in proper proportions; (2) mixing the weighed raw materials; (3) mixing under 30-50 DEG C evenly. As the materials are selected properly, the preparing process is simple and environmental friendly. The single-component epoxy resin binder is of low curing temperature (100-140 DEG C), excellent storage property (storage period is up to 300 days if storing under 4 DEG C; storage period is 120 days if storing under 25 DEG C) and mechanical properties (the shearing strength is more than 17 MPa after curing).",easy_negative,out_of_domain
52,0.1,39526670,39526670,blockchain-and-distributed-ledger-technology-e3,Dynamic parallax barrier autosteroscopic display system and method,Embodiments of the invention provide a dynamic parallax barrier autostereoscopic system and method for one and multiple users with user tracking. One example embodiment of the invention is a dynamic parallax barrier autostereoscopic virtual reality display system includes a display including a front display plane and a rear display plane. The front display plane dynamically generates barrier strips with transparent regions therebetween. The rear display plane generates images viewable through the transparent regions to create a virtual reality effect for a user or users.,easy_negative,out_of_domain
53,0.1,15792472,15792472,blockchain-and-distributed-ledger-technology-e3,System for supporting operating system,"PURPOSE:To easily generate an operating system using a message of native language by holding a various kinds of messages in two hinds of language in a file, and substituting the message to the native language when the operating system is used. CONSTITUTION:A native language message generating means 2 generates message groups translated to Japanese language by a translator at a site as a work file 6 by referring to an English message group in a system file 5 by a two language message holding means 1. The generated message group is substituted a corresponding Japanese language message group in the system file 5 by a native language message substitution means 3 classified by every application by utilizing a tool. And by designating a various kinds of system SG parameter classified by every application by a substituted message out of a various kinds of messages classified by every application at the time of starting up the system, a native language message output decision means 4 classified by every application outputs the native language message of corresponding application to the system. In such a way, it is possible to easily generate the system using the native language message.",easy_negative,out_of_domain
54,0.1,71159609,71159609,blockchain-and-distributed-ledger-technology-e3,Face and bar code double-recognition method and device,"The invention provides a face and bar code dual-recognition method, which comprises the steps of networking mobile payment equipment which is arranged in a plurality of scenes and is supported by a face verification circuit, is cooperatively applied with an input device and a printing device, and connecting the mobile payment equipment, an electronic terminal and a server cluster; acquiring parameter data to generate a two-dimensional code image and combining the two-dimensional code image with a face image; when the payment event is triggered, code scanning and non-contact card swiping payment are supported, and the first distance measurement sampling point is monitored, recognition and reading are completed in a buckling and scanning mode. The method is used for decoding a two-dimensional code image by combining with an acquired face image through a preset algorithm, and extracting the characteristics of the combined image through a depth self-learning algorithm, so that efficient and accurate two-dimensional code and face double recognition and payment in a network distribution environment supporting code scanning payment and non-contact card swiping payment in a plurality of scenes with large environmental parameter changes are effectively completed. The present disclosure also provides a device for dual recognition of human face and bar code.",easy_negative,out_of_domain
55,0.1,24737708,24737708,blockchain-and-distributed-ledger-technology-e3,Improvements in memory addressing devices,,easy_negative,out_of_domain
56,0.1,32995902,32995902,blockchain-and-distributed-ledger-technology-e3,Bearer connection signaling in a distributed architecture,"A telecommunications network, which a first protocol, couples to a bearer connection, having a second protocol. At least a portion of the first protocol is mapped to the second protocol. A first signal of the first protocol is translated and inserted into a second signal of the second protocol according to the mapping, wherein the first signal of the first protocol is employed in the control of the bearer connection.",easy_negative,out_of_domain
57,0.1,28040151,28040151,blockchain-and-distributed-ledger-technology-e3,System and method for providing internet services to sports enthusiasts such as tennis players,"A system and method of providing internet services to sports enthusiasts such as tennis players. According to the method, an electronic communication from a tennis player is transmitted over the internet to a virtual tennis center web site which determines whether the tennis player is an authorized user of the web site. A password prompt can be displayed to allow the authorized user to obtain full access to various screens on the web site. The web site determines whether the electronic communication is an e-mail or search request and conducts a search in a searchable database if the electronic communication is a search request. Alternatively, a notification is sent to one or more authorized users of the web site if the electronic communication is an e-mail intended for the one or more authorized users or a notification is forwarded to one or more authorized business entities if the electronic communication is an e-mail inquiring about tennis goods and/or services.",easy_negative,out_of_domain
58,0.1,59859085,59859085,blockchain-and-distributed-ledger-technology-e3,Signal plane protection within a communications network,"A method of securely registering a User Equipment, UE, with an IP Multimedia Subsystem, IMS, network. The method comprises sending from the UE to the IMS network, a Session Initiation Protocol, SIP, REGISTER message comprising information encrypted using the public key part of a public-private key pair belonging to the IMS network or to a controller of the IMS network.",easy_negative,out_of_domain
59,0.1,34755151,34755151,blockchain-and-distributed-ledger-technology-e3,Public transport vehicle mounted mobile information terminal,"The utility model relates to a public transport vehicle mounted mobile information terminal, belonging to the fields of electronic information and communication technology, comprising a core main control unit, a wireless communication unit, a voice broadcast unit, a human-machine interface unit, an electrical source management unit, an extended interface unit and a storage location. The public transport vehicle mounted mobile information terminal is provided with the function of stops reporting for public transport vehicles, adopting the automatic position settings of the distance vector and the index point adjustment localization ; through the industrial standard interface and the imitation or cipher input interface, a vehicle sensor is connected with other vehicular equipments, forming the vehicle mounted network ; making use of the public communication network, the public transport vehicle mounted mobile information terminal is communicated with the public transport executive system, realizing exchanging, sharing and comprehending between the data from different sources, providing with valuable data resources for the public transport executive system, solving the long-time obsessing problem of the data live collection for public transport executive system with a low price, effectively decreasing the cost of investment and use for users, raising the service quality and the informationalized control level of the public transport industry.",easy_negative,out_of_domain
60,0.1,53609218,53609218,blockchain-and-distributed-ledger-technology-e3,A kind of banding machine frock eliminating paillon foil ripple glaze,"The utility model discloses a kind of banding machine frock eliminating paillon foil ripple glaze.Easily produce the problem of ripple glaze for pole piece after there is itemize in existing lithium battery automatic slitting machine itemize process, the utility model discloses a kind of Novel tooling of banding machine.This frock is made up of sponge gland, stage clip.The utility model have structure simple, prepare low cost, the advantage such as easy to assembly, easy to operate, produce the problem of ripple glaze can realize elimination pole piece cutting on the basis not changing banding machine cutter original structure after.",easy_negative,out_of_domain
61,0.1,6165190,6165190,blockchain-and-distributed-ledger-technology-e3,ADHESIVE TAPE AND METHOD FOR THEIR PRODUCTION,"Polyesters, in particular those which are applied from an aqueous dispersion, are suitable for adhesive tapes as adhesion promoters between film, in particular made of PVC or PP, and adhesive.",easy_negative,out_of_domain
62,0.1,17717333,17717333,blockchain-and-distributed-ledger-technology-e3,Method of reading guiding indicator for unattended track,"PURPOSE: To attain accurate detection of running distance by comparing a detection output with a prescribed threshold value in reading an index by a line segment detection means.  
     CONSTITUTION: A voltage signal from a metallic sensor 10 is fed to an negative input of a subtraction circuit 32 via an input terminal 31 of an interruption signal generating circuit 11 and a threshold value is fed to an positive input from a threshold value setting device 33. The subtraction circuit 32 applies subtraction of the two inputs, gives a subtraction signal to a Schmitt circuit 34 comprising an operational amplifier, a minute ripple noise eliminated and only the signal is outputted. When the output voltage of the Schmitt circuit 34 goes to an L level, a collector voltage of a transistor (TR) 35 goes to an H level, a one-shot multivibrator circuit 37 is triggered to output a leading interruption signal S 1 . When the output voltage goes to an H level, the collector voltage of a TR 36 goes to an H level, a one-shot circuit 38 is triggered to output a trailing interruption signal S 2 . 
     COPYRIGHT: (C)1987,JPO&amp;Japio",easy_negative,out_of_domain
63,0.1,17962356,17962356,blockchain-and-distributed-ledger-technology-e3,Process cartridge and electrophotographic image forming apparatus,"(57) [Summary] To improve the mounting operability of a process cartridge. In a process cartridge detachable from a main body of an electrophotographic image forming apparatus, an electrophotographic photosensitive member, a process unit acting on the electrophotographic photosensitive member, and a process cartridge mounted on the drawer are provided. In the step of moving the drawer to the image forming position, a cartridge abutting portion provided so as to be able to abut on a main body abutting portion provided on the apparatus main body, wherein the cartridge abutting portion includes the process cartridge Is provided on the cartridge frame portion, which becomes an upper surface when mounted on the apparatus main body, and the cartridge abutting portion is provided at one end side of the electrophotographic photosensitive member in the axial direction of the electrophotographic photosensitive member. It is provided on the other end side.",easy_negative,out_of_domain
64,0.1,34890448,34890448,blockchain-and-distributed-ledger-technology-e3,Method and system for storing data using a continuous data protection system,A method and system wherein data is structured so that writes may be continuously duplicated and a protected volume may be restored to a particular point in time as desired. Writes are continuously duplicated on a secondary volume and organized into delta maps. The delta maps indicate which memory blocks were written to during a particular time frame.,easy_negative,out_of_domain
65,0.1,52668898,52668898,blockchain-and-distributed-ledger-technology-e3,Systems and methods for managing mobile account holder verification methods,"Embodiments of the invention are directed to methods, apparatuses, computer readable media and systems for coordinating account holder verification methods among secure entity applications and wallet applications from different issuers, wallet providers, etc. on mobile devices. A common payment management application may be provided in a trusted execution environment associated with a mobile device to support secure entity applications (e.g., provisioned payment application instances in the trusted execution environment) and mobile wallet applications (e.g., provisioned on a memory of the mobile device) to coordinate account holder verification methods. The common payment management application may be accessible by both mobile applications and the secure entity applications.",easy_negative,out_of_domain
66,0.1,62388374,62388374,blockchain-and-distributed-ledger-technology-e3,Vehicles energy accumulating system,"This disclosure relates to vehicles energy accumulating system.In certain aspects, which can be used for powering for electric vehicle.The energy-storage system can include multiple individual battery units.These units can be cylindrical, and can have the positive and negative terminal in the same end.These units can in physics and/or be electrically organized into brick.The brick can physically and/or electrically be organized into module.The module can physically and/or electrically be organized into string group.The string group can physically and/or be electrically organized in groups.In some embodiments, group, string group, module and/or brick can include flexible circuit and/or can be that liquid cools down.",easy_negative,out_of_domain
67,0.1,63467300,63467300,blockchain-and-distributed-ledger-technology-e3,Symmetric semiconductor rectifier,"The utility model relates to semiconductor converting technology and is intended to power power lines and DC inserts, as well as industrial DC load. 
     Multiphase semiconductor rectifiers are known in the art, representing one of the most common types of static power converters. The basis of all classic rectifiers is the use of a three-phase rectifier bridge, powered by the secondary winding of the transformer, and to obtain an increased number of ripples at the output of the rectifier, the options for switching on the star, triangle and zigzag windings are used. The quality of the output voltage is determined mainly by the number of ripples for the period of the supply network, equal to twice the number of phases of the rectified voltage. 
     The most common is a twelve-pulse rectification circuit based on a combination of connecting the secondary windings of the power transformer with a star and a triangle, which provides a phase shift. The aforementioned circuit has found the greatest distribution for powering DC power lines, as well as in industrial rectifiers. However, the quality of the output voltage of the twelve-pulse circuit is not high enough and in many cases requires additional filtering (smoothing), which increases the dimensions of the installation. 
     In special cases, when high quality of the rectified voltage is required, they resort to the use of a twenty-four pulse rectification circuit equipped with four three-phase bridges connected in series or in parallel. Such a circuit requires an additional phase shift between the secondary windings of the supply transformers and the use of star, delta, and zigzag winding circuits, which leads to an increased number of turns and an increase in size. 
     The advantage of the proposed rectifier is the implementation of twenty-four pulse mode and the corresponding increase in voltage quality without the formation of four mutually and symmetrically phase-shifted three-phase voltage systems connected to rectifier bridges. Technically, this means the rejection of all windings according to the &#34;triangle&#34; scheme and the corresponding coil consumption. 
     The presence of twenty-four pulsations at the output and their symmetry are achieved due to an additional phase shift between the two transformers when using a zigzag primary winding. The mentioned transformers have two secondary three-phase windings according to the &#34;star&#34; scheme for each, four rectifier bridges are connected to the secondary windings, combined in pairs with a parallel connection corresponding to six-phase rectification. Pairs of bridges are connected sequentially and according to, moreover, the said bridges in each pair are connected to the secondary windings with an equal number of turns. 
     The phase shift between the transformers is necessary to obtain six-phase rectification in the pairs of bridges and is achieved by turning on the primary windings of each of them according to the zigzag scheme with a different combination of coils. Thus, the unification of the design of transformers is achieved, which do not differ from each other in the delivery state and are interchangeable. 
     The main technical advantage is the reduction of the mass and dimensions of the transformers due to the rejection of additional turns for switching the primary winding circuit of the transformers into a &#34;triangle&#34;. It also provides the advantage of the possibility of mutual replacement of transformers, increases the unification of the production technology and assembly of the rectifier installation.",easy_negative,out_of_domain
68,0.1,27559463,27559463,blockchain-and-distributed-ledger-technology-e3,METHOD AND SYSTEM FOR MANAGING DISTRIBUTED CONTENT AND RELATED METADATA,,easy_negative,out_of_domain
69,0.1,22582108,22582108,blockchain-and-distributed-ledger-technology-e3,Method and apparatus for web enabled wireless tour-guide system,"A web enabled wireless personalized and customized virtual tour-guide system includes a wireless tour-guide device and system enabled to access the Internet. The geographic location of the wireless tour-guide device is detected and reported. Intelligent agent software is responsive to a request from the user to create a customized tour program using information accessed at selected Internet web sites or a web site with pre-aggregated information. The intelligent agent uses the created tour program, such as a tour of historical exhibits, to guide the user along the customized tour route by voice and/or graphics, and provides information about each exhibit on the tour. The virtual tour-guide system can personalize each directed tour by taking individual user expressed preferences into account, and can use collaborative filtering of experiences with prior users to suggest other exhibits which may be of interest to the present user. The web enabled wireless tour-guide system is goal directed and interactive, responding like a human tour-guide to the needs of the user.",easy_negative,out_of_domain
70,0.1,27062633,27062633,blockchain-and-distributed-ledger-technology-e3,Two-stage pipelined execution unit and control stores,"A two control store scheme with instruction execution overlay is shown in a data processing system execution unit having a two-state pipeline. The first control store controls the first-stage facilities during the first cycle of instruction execution and points to the initial location of the second control store. The second control store controls the second-state facilities during the final cycle of instruction execution. The second control store also controls the facilities of both stages during the intermeidate cycles of instruction requiring more than two cycles to execute. Because the second control store controls only the second-stage facilities during the final cycle, execution of the first cycle of the following instruction can take place concurrently within the first-stage facilities under the control of the first control store.",easy_negative,out_of_domain
71,0.1,39970521,39970521,blockchain-and-distributed-ledger-technology-e3,End use transparent email attachment handling to overcome size and attachment policy barriers,"Email server side or client side components either remove email attachments from the relevant email, or identify the attachment while the email is being composed and makes the attachment available from a secure website or file hosting site. The recipient then receives instructions in the email and links to access the attachments rather than the attachments themselves. Email attachment size limitations are overcome for sender/recipient mail systems. Also, file type limitations related to email attachments are overcome, provides improved attachment security, and reduces email bandwidth costs.",easy_negative,out_of_domain
72,0.1,51686597,51686597,blockchain-and-distributed-ledger-technology-e3,Receipt data processing device and method for processing receipt data,"According to one embodiment, a receipt data processing device includes a data generating section, a command issuing section, and an output section. The data generating section is configured to generate receipt data including information about an item purchased by a customer. The command issuing section is configured to issue a cut command that causes a sheet on which a receipt image corresponding to the receipt data is printed by a printing device to be cut off. The output section is configured to output the receipt data to an external device that is different from the printing device, in response to the issuance of the cut command by the cut command issuing section.",easy_negative,out_of_domain
73,0.1,59385609,59385609,blockchain-and-distributed-ledger-technology-e3,Method and apparatus for assistance in layaway shopping,"The present invention discloses a method and apparatus for a customer to purchase an item or items on “layaway,” that is, by purchasing a product by placing a deposit on the item. The disclosed invention provides for a cell phone application, or “app,” that would assist a shopper in making such a layaway purchase. The disclosed app allows the user, as a physical customer inside a retail store, to scan an item that the user is interested in purchasing, and then purchase the item via stored merchandise data if so desired.",easy_negative,out_of_domain
74,0.1,68578732,68578732,blockchain-and-distributed-ledger-technology-e3,System for providing blockchain electronic wallet capable of managing authentication information and storing personal information,"Disclosed is a blockchain electronic wallet providing apparatus capable of managing personal information and managing authentication information, including an electronic ID management unit, an electronic wallet management unit, and a drive management unit.",easy_negative,out_of_domain
75,0.1,32313338,32313338,blockchain-and-distributed-ledger-technology-e3,Distributed protocol for secure communication of commercial transactions and decentralized network employing the protocol,"A protocol and system for securely communicating a financial transaction between a customer and a merchant and a distributed computer network employing the protocol or system. A central authority having a central authority private key K s   ca  assigns a customer account (“C ACCT ”) to the customer and a merchant account (“M ACCT ”) to the merchant. The customer has a customer public key K p   c ; the merchant has a merchant public key K m . The protocol includes the steps of: (1) sending a quotation from the merchant to the customer, the quotation including the K p   m , a K s   ca -signed signature that is a function of the M ACCT , an unsigned copy of a price and a K s   m -signed signature that is a function of the M ACCT  and the price, (2) replying to the quotation by sending an order from the customer to the merchant, the order including the K p   c , a K s   ca , signed signature that is a function of the C ACCT , an unsigned copy of the price and a K s   c -signed signature that is a function of the C ACCT , the M ACCT  and the price and (3) replying to the order by filling the order.",easy_negative,out_of_domain
76,0.1,66121334,66121334,blockchain-and-distributed-ledger-technology-e3,Inhibit the device of speed ripple in gear train assembly tap test,"The invention discloses the devices for inhibiting speed ripple in a kind of gear train assembly tap test, including dynamometer machine, the transmission shaft that connect with the dynamometer machine and for the damped flywheel of the transfer of torque between the output end and transmission shaft of measured object for providing measured object load torque, damped flywheel be driven axis connection.Inhibit the device of speed ripple in gear train assembly tap test of the present invention, structure is simple, and easily fabricated, securely and reliably, setting inhibits the damped flywheel of the fluctuation of speed, it is ensured that the accuracy of gear train assembly beat noise test result.",easy_negative,out_of_domain
77,0.1,13581451,13581451,blockchain-and-distributed-ledger-technology-e3,,,easy_negative,out_of_domain
78,0.1,51167382,51167382,blockchain-and-distributed-ledger-technology-e3,Non-interferometric optical gyroscope based on polarization sensing,"This patent document relates to optical devices and optical sensing techniques including optical gyroscopes and optically sensing rotation. Sensing of rotation can be used in a wide range of applications, including, e.g., navigation, motion sensing, motion control including object stability control, game console controllers, hand-held devices such as smartphones. Optical gyroscopes can be designed to use rotation-induced changes in the optical interference pattern of two counter-propagating optical beams to measure the rotation. Many optical gyroscopes are based on an optical Sagnac interferometer configuration including various interferometric fiber-optic gyroscopes (IFOGs). Such optical gyroscopes can be designed without moving parts and thus eliminate the wear and tear in other gyroscopes with an oscillating proof mass or a moving component.",easy_negative,out_of_domain
79,0.1,14998346,14998346,blockchain-and-distributed-ledger-technology-e3,Production of garlic snack,"PURPOSE: To produce tasteful garlic snack free from bad smell by frying sliced garlics or dried garlic flakes without coating.  
     CONSTITUTION: Garlics are sliced and fried without coating at about 150°C in a short time. Or garlics are sliced, washed with water, dipped in an organic acid of 3W4pH over about 3hr, washed with water, squeezed and fried without coating. Or dried garlic flakes are restored by dipping them in water, treated with an organic acid solution and fried without coating. 
     COPYRIGHT: (C)1988,JPO&amp;Japio",easy_negative,out_of_domain
80,0.1,32955259,32955259,blockchain-and-distributed-ledger-technology-e3,Load driver,"A DC motor is driven at a stable voltage with reduced ripple.   A voltage of a DC power supply is boosted by a boost switching power supply and supplied to a DC motor from an H-bridge load switching circuit. Turning on the power supply switching element Tr1 of the step-up switching power supply 4 causes energy to be stored in the inductance element 11, and powering off the power supply switching element Tr1 causes power of the inductance element 11 to pass through the diode 12. The power is supplied to the capacitor 13 and is also supplied to the load switching circuit 5. The timing at which power is supplied to the motor 3 by the load switching circuit 5 is set to the timing at which the power supply switching element Tr1 is turned off. As a result, electric power from the inductance element 11 is supplied to the capacitor 13 and the motor 3, so that ripple in the voltage of the capacitor 13 can be reduced and stabilized.   [Selection diagram] Fig. 1",easy_negative,out_of_domain
