rank,score,record_id,patent_id,domain,title,abstract,candidate_type,source
911,0.75,18/547456,12564961,humanoid-robot-commercialization-technology,"Information processing device, information processing method, and program",An information processing apparatus includes: an acquirer configured to acquire distance information measured and output in a state where a sensor is installed so that at least a part of a robot enters a measurable area of the sensor; a recognizer configured to recognize a 3-dimensional operation range of the robot from the distance information measured by the sensor at a plurality of timings while moving the robot; a determiner configured to determine whether there is a change in the 3-dimensional operation range of the robot based on the distance information measured by the sensor during an actual motion of the robot; and a warner configured to give a warning indicating occurrence of a deviation of the sensor when the determiner determines that there is a change in the 3-dimensional operation range of the robot.,positive,in_domain
912,0.75,17/554549,11813743,humanoid-robot-commercialization-technology,Six degree-of-freedom and three degree-of-freedom robotic systems for automatic and/or collaborative fastening operations,"A robotic system includes a support structure, a platform, a center serial chain, outer serial chains, motors, a sensor, and a control module. The center serial chain connects a center of the platform to the support structure and includes first joints connected to a linear sliding shaft. The outer serial chains are disposed radially outward of the center serial chain. Each of the outer serial chains includes second joints connecting a bar to the platform and the supporting structure. The motors are connected to the outer serial chains. The sensor is connected to the platform and detects at least one of force or torque applied by a human operator on the platform and generates a signal indicative thereof. The control module controls the motors based on the signal to assist the human operator in at least one of moving or rotating the platform.",positive,in_domain
913,0.75,18/713705,12528201,humanoid-robot-commercialization-technology,Control device for robot performing mastering through torque or force control,A control device for a robot according to the present invention controls a drive motor for one specific drive shaft of the robot such that the torque output by a torque detector matches a torque setting value when rotation of a component member is inhibited by a rotation inhibiting unit. The control device acquires a rotational position output by a rotational position detector of the specific drive shaft once the torque matches the torque setting value. The control device generates mastering data in response to output by the rotational position detector on the basis of the rotational position of the drive motor output by the rotational position detector and predetermined mastering data design values.,positive,in_domain
914,0.75,17/560717,12172308,humanoid-robot-commercialization-technology,Method of determining control position of robot and robot system,"A method for determining a control position of a robot includes (a) acquiring N real reference positions in a real space and N control reference positions in a robot control coordinate system, (b) setting M figures having vertices in a plurality of real reference positions of the N real reference positions within the real space, and obtaining a transform function expressing a correspondence relationship between a real position and a control position within each figure, (c) receiving input of a target position of the control point in the real space, (d) selecting an object figure for calculation of a control position for the target position from the M figures, and (e) calculating a target control position for the target position using the transform function with respect to the object figure.",positive,in_domain
915,0.75,17/560833,11931889,humanoid-robot-commercialization-technology,Control method for regenerative brake and robot system,"A robot system includes one or more combinations of a driving section configured to receive supply of electric power and generate a rotation output of an output shaft and receive supply of a rotating force to the output shaft and generate electric power, a movable section moved by the rotation output, a detecting section configured to detect an angular position of the output shaft, resistor equipment coupled to the driving section, and a switch that can turn on and off coupling of the resistor equipment and the driving section and a control section configured to control the robot system. The control section can execute first braking control targeting the driving section to which the electric power is not supplied, the first braking control calculating speed of the rotation output of the driving section based on an output of the detecting section and causing the switch to turn on and off the coupling of the resistor equipment and the driving section at timing determined in a time-series manner according to target deceleration of the driving section and the speed of the rotation output.",positive,in_domain
916,0.75,17/565889,12397416,humanoid-robot-commercialization-technology,"Robot control method, storage medium and electronic device","A robot control method includes: the first control instruction of the robot is obtained; the behavior blueprint corresponding to the first control instruction is determined, the behavior blueprint including the plurality of blueprint nodes connected according to the target sequence; and the preset functions corresponding to the blueprint nodes are executed according to the target sequence. The preset functions corresponding to the blueprint nodes may include the atomic API ability, the meta skill and the task skill. The atomic API ability is used for characterizing a specific function executed by the robot through a component, the meta skill is used for characterizing a function of an execution unit of the robot, the task skill is used for characterizing a function of user-oriented execution of a target task by the robot, the robot includes one or a plurality of execution units, and each execution unit includes one or more components.",positive,in_domain
917,0.75,17/566589,11938634,humanoid-robot-commercialization-technology,"Systems, devices, and methods for multi-purpose robots","Systems, devices, and methods for training and operating (semi-)autonomous robots to complete multiple different work objectives are described. A robot control system stores a library of reusable work primitives each corresponding to a respective basic sub-task or sub-action that the robot is operative to autonomously perform. A work objective is analyzed to determine a sequence (i.e., a combination and/or permutation) of reusable work primitives that, when executed by the robot, will complete the work objective. The robot executes the sequence of reusable work primitives to complete the work objective. The reusable work primitives may include one or more reusable grasp primitives that enable(s) a robot's end effector to grasp objects. Simulated instances of real physical robots may be trained in simulated environments to develop control instructions that, once uploaded to the real physical robots, enable such real physical robots to autonomously perform reusable work primitives.",positive,in_domain
918,0.75,18/259519,12583114,humanoid-robot-commercialization-technology,"Device for simulating operation of robot, device for controlling robot, and method for simulating operation of robot","This device for simulating the operation of a robot comprises: an acquisition unit 341 that acquires the position, relative to a robot 100 having a shaft that can move in a rotational or linear manner as a joint, of a mounting article of the robot 100, the mounting article being mounted on a link that is connected to the joint, and also acquires a constraint for at least one of the speed, acceleration, and acting force generated in the mounting article when the robot 100 operates; a calculation unit 342 that calculates at least one of the speed, acceleration, and acting force anticipated to be generated in the mounting article in accordance with the position of the mounting article relative to the robot 100 when the robot 100 executes an operation; and a comparison unit 342 that compares the constraint and at least one of the speed, acceleration, and acting force calculated by the calculation unit 342.",positive,in_domain
919,0.75,17/583113,12128562,humanoid-robot-commercialization-technology,"Touch sensation sensor, sensitivity switching circuit, and sensitivity switching method","A touch sensation sensor is mounted to a hand part of a robot and includes: an obtaining means, obtaining at least one of visual sensation information, which is target object information relating to a target object operated by using the hand part, and touch sensation information, which is the target object information at a time when the target object operated by using the hand part is gripped; and a control device, changing a sensitivity mode of the touch sensation sensor in accordance with the target object information that is obtained.",positive,in_domain
920,0.75,17/644945,12521875,humanoid-robot-commercialization-technology,Supervised autonomous grasping,"A computer-implemented method, executed by data processing hardware of a robot, includes receiving a three-dimensional point cloud of sensor data for a space within an environment about the robot. The method includes receiving a selection input indicating a user-selection of a target object represented in an image corresponding to the space. The target object is for grasping by an end-effector of a robotic manipulator of the robot. The method includes generating a grasp region for the end-effector of the robotic manipulator by projecting a plurality of rays from the selected target object of the image onto the three-dimensional point cloud of sensor data. The method includes determining a grasp geometry for the robotic manipulator to grasp the target object within the grasp region. The method includes instructing the end-effector of the robotic manipulator to grasp the target object within the grasp region based on the grasp geometry.",positive,in_domain
921,0.75,18/278239,12533809,humanoid-robot-commercialization-technology,"Robot posture determination device, method, and program","An acquisition unit acquires work information related to work to be performed by a robot having a hand part, grasping information indicating a plurality of candidates for the relative positional relationship between the hand part and a workpiece, workpiece posture information indicating a plurality of candidates for a posture adoptable by the workpiece, and kinematics information regarding the robot. A generation unit generates, for a plurality of target points on a path of the robot for performing the work, a graph which includes a node corresponding to each combination of the workpiece posture information, the posture of the hand part grasping the workpiece, and the posture of the robot, and an edge connecting nodes corresponding to combinations that are transitionable between target points, and in which an estimated operation time corresponding to the transition between the nodes connected by the edge is given to the edge as a weight.",positive,in_domain
922,0.75,17/774317,12064884,humanoid-robot-commercialization-technology,Automated calibration system and calibration method for flexible robot actuator,"The present disclosure discloses an automated calibration system and calibration method for a flexible robot actuator. The calibration system includes a support frame. A visual positioning system, a pressure measuring system and a pneumatic pressure control system are respectively installed on the support frame. The visual positioning system is configured to measure a relative displacement and an angle between two ends of the flexible actuator. The pneumatic pressure control system is configured to charge air into an actuating end of the flexible actuator and measure an input pneumatic pressure of the flexible actuator. The pressure measuring system includes a pressure gauge installed on the support frame through a vertical axis motor system, and the flexible actuator to be calibrated installed on the support frame through a horizontal axis motor system and a rotating motor system. The rotating motor system is installed on the support frame through the horizontal axis motor system, the actuating end of the flexible actuator is fixed on the rotating motor system, and a free end of the flexible actuator is in contact with a measuring end of the pressure gauge to carry out pressure measurement. The calibration system is high in accuracy and simple to use.",positive,in_domain
923,0.75,18/274194,12440982,humanoid-robot-commercialization-technology,"Robot control device, robot control method, and robot control program","The observation update unit increases a weight of a particle for a particle representing a position and a posture closer to a position and a posture of an operation object indicated by an observation result, and increases a weight of a corresponding particle for a particle closer to a state in which an object of interest and the operation object arranged in a position and a posture represented by each of particles are in contact with each other in a virtual space where shapes and a relative positional relationship of the object of interest and the operation object are expressed in a case in which the observation result indicates that the contact has occurred.",positive,in_domain
924,0.75,17/648869,12059814,humanoid-robot-commercialization-technology,Object-based robot control,"A method includes receiving sensor data for an environment about the robot. The sensor data is captured by one or more sensors of the robot. The method includes detecting one or more objects in the environment using the received sensor data. For each detected object, the method includes authoring an interaction behavior indicating a behavior that the robot is capable of performing with respect to the corresponding detected object. The method also includes augmenting a localization map of the environment to reflect the respective interaction behavior of each detected object.",positive,in_domain
925,0.75,17/585602,12157227,humanoid-robot-commercialization-technology,Robot control method and robot system,"A robot control method for controlling a robot is provided. The robot has a robot arm and a force detection unit detecting a force applied to the robot arm and grips a target object conveyed on a belt with an end effector provided at the robot arm. The method includes: a gripping step of executing an operation of gripping the target object with the end effector; and a determination step of determining whether the gripping of the target object is normally performed or not, based on a result of detection by the force detection unit in the gripping step.",positive,in_domain
926,0.75,17/590923,12179368,humanoid-robot-commercialization-technology,Robot control device and robot system,"A robot control device that controls a robot including a driving section configured to drive an arm based on an operation command value and a first encoder section configured to output a first encoder value, the robot control device including a first command-value comparing section, a first mutual monitoring section, a second command-value comparing section, a second mutual monitoring section, and a power interrupting section. The first-command value comparing section performs comparison processing for a command value and a first encoder value and outputs a first command value comparison result. The second command-value comparing section performs comparison processing for the command value and the first encoder value and outputs a second command value comparison result. The first mutual monitoring section and the second mutual monitoring section output an interruption signal based on the first command value comparison result and the second command value comparison result.",positive,in_domain
927,0.75,18/274206,12521876,humanoid-robot-commercialization-technology,"Robot model learning device, robot model machine learning method, recording medium storing robot model machine learning program, robot control device, robot control method, and recording medium storing robot control program","A non-transitory recording medium storing a robot control device acquires an actual value of a position and a posture of a robot and an actual value of an external force applied to the robot, executes a robot model including a state transition model that, based on the actual value of the position and the posture at a certain time and an action command that can be given to the robot, calculates a predicted value of the position and the posture of the robot, and an external force model that calculates a predicted value of an external force applied to the robot, calculates a reward based on an error of the position and the posture and the predicted value of the external force, generates and gives a plurality of candidates for the action command to the robot model for each control cycle.",positive,in_domain
928,0.75,17/666328,12403598,humanoid-robot-commercialization-technology,"System, manufacturing method, controlling method, program, and recording medium","In a system including a robot and a controller controlling the robot, the controller switches the robot from a first state to a second state in which orientation change in accordance with external force applied to the robot is more tolerated than the first state based on detection of contact of an object with the robot. The controller switches the robot from the second state to a third state in which the orientation change in accordance with the external force is more restricted than the second state after the orientation change in accordance with the external force applied to the robot is started and while the external force is being applied to the robot.",positive,in_domain
929,0.75,17/588805,11964379,humanoid-robot-commercialization-technology,Asymmetric dual end effector robot arm,"An apparatus includes a first arm comprising an unequal-link linkage having a first end effector; a second arm comprising an equal-link linkage having a second end effector; and a drive unit coupled to the first arm and the second arm, the drive unit being configured to move the first arm and the second arm. The first end effector is asymmetric to the second end effector. The first end effector is angled relative to the second end effector such that a first substrate support section on the first end effector is not positioned over or under a second substrate support section on the second end effector.",positive,in_domain
930,0.75,18/264543,12611773,humanoid-robot-commercialization-technology,"Robot control device, robot control system, and non-transitory computer-readable medium storing a computer program","The objective of the present invention is to provide a technology enabling interference between a robot and a peripheral object to be reliably avoided, while confirming the safety of a generated robot path. A robot control device 3 is provided with: a data transmitting and receiving unit 32 for acquiring a robot path generated in such a way as to avoid interference between a robot 30 and a peripheral object, on the basis of a three-dimensional model of the robot 30 and the peripheral object; an interference determining unit 35 for determining, for each prescribed sector, whether there is a high probability of the robot 30 interfering with the peripheral object when the robot 30 is moved in accordance with the acquired robot path; and an override changing unit 36 for lowering the speed of the robot 30 or stopping the movement of the robot 30 for sectors in which the interference determining unit 35 has determined that the probability of interference is high.",positive,in_domain
931,0.75,18/546286,12403613,humanoid-robot-commercialization-technology,Process of interacting with objects,"A process of interacting with objects is provided including a robot with an end effector, a driver of the end effector and sensors for acquiring at least one environmental or interaction parameter; a computer for controlling the robot; an instruction block configured to instruct the robot to move the end effector according to instructions defined by the instruction block.",positive,in_domain
932,0.75,17/671545,12109706,humanoid-robot-commercialization-technology,"Control device, robot system, control method, and non-transitory computer-readable medium","A control device includes a target position setting part, a trajectory estimation part, and a target position selector. The target position setting part determines a target position of an actor of a robot based on a form of an object located in an operating environment of the robot. The trajectory estimation part estimates a predicted trajectory of the actor based on motion of the actor up to the present, and estimates a trajectory of the actor from a current position to the target position as an approach trajectory using a predetermined function. The target position selector selects one target position based on a degree of similarity between the predicted trajectory and each of the approach trajectory.",positive,in_domain
933,0.75,17/676904,12145275,humanoid-robot-commercialization-technology,Robot control method and robot control device,"Stop and start detection block (63) determines whether or not a joint portion is in a stopped state before a rotation direction of the joint portion is inverted based on stop flag signal (Stop_Flg). When it is determined that the joint portion is in the stopped state, filter processing block (65) changes a frequency component of a correction amount for correcting backlash to a low frequency lower than a predetermined threshold value.",positive,in_domain
934,0.75,17/674467,11511414,humanoid-robot-commercialization-technology,Robot control device,"A robot control device is configured to control a robot and includes: a machine learning (ML) model for describing ranges of environments, or in other words, situations in each of which control for a control routine (operation control) executing an operation to achieve an operation objective is achievable; an operation control selector configured to select, based on an output value from the ML model, the operation control which is appropriate for the present situation; and an operation control executor configured to execute the operation control which has been selected. The operation control is a control routine for a robot to achieve an operation objective by the robot sensing a first object with interaction with a second object.",positive,in_domain
935,0.75,17/651485,12350840,humanoid-robot-commercialization-technology,Region-based grasp generation,"A region-based robotic grasp generation technique for machine tending or bin picking applications. Part and gripper geometry are provided as inputs, typically from CAD files, along with gripper kinematics. A human user defines one or more target grasp regions on the part, using a graphical user interface displaying the part geometry. The target grasp regions are identified by the user based on the user's knowledge of how the part may be grasped to ensure that the part can be subsequently placed in a proper destination pose. For each of the target grasp regions, an optimization solver is used to compute a plurality of quality grasps with stable surface contact between the part and the gripper, and no part-gripper interference. The computed grasps for each target grasp region are placed in a grasp database which is used by a robot in actual bin picking operations.",positive,in_domain
936,0.75,18/547694,12589485,humanoid-robot-commercialization-technology,"Teaching point generation device that generates teaching points on basis of output of sensor, and teaching point generation method",A robot control device includes a search point calculation unit that calculates the position of a search point on the basis of at least one teaching point; and a command unit that drives a robot such that the position of the robot corresponds to the search point. The robot control device includes a teaching point setting unit that sets the positions of the teaching points on the basis of a working position detected by a laser sensor. The robot control device sets the positions of a plurality of teaching points arranged along a work line by repeating: the calculation of the position of the search point by the search point calculation unit; the driving of the robot by the command unit; and the setting of the positions of the teaching points by the teaching point setting unit.,positive,in_domain
937,0.75,17/653031,12049007,humanoid-robot-commercialization-technology,System and method for robust robotic manipulation using chance constrained optimization,"A robotic system for manipulating an object with a robotic manipulator is provided. The robotic system is configured to collect a digital representation of a task for manipulating the object; solve a robust control problem to optimize a sequence of control forces to be applied by the robotic manipulator to change a state of the object, where an evolution of the state of the object is governed by a stochastic complementarity system modeling the task with a predefined probability. The robust control problem optimizes a cost function to generate the sequence of control forces performing the task subject to joint chance constraints including a first chance constraint on the state of the object being manipulated and a second chance constraint on stochastic complementarily constraints modeling manipulation of the object. The robotic system is further configured to control the manipulation of the object based on the sequence of control forces.",positive,in_domain
938,0.75,17/684185,12179365,humanoid-robot-commercialization-technology,"Robot system, terminal, control method for robot system, and control method for terminal","A robot system is provided and includes a robot body that performs predetermined work together with a user, and a control device that controls the robot body. The control device selects, in accordance with special information of the user, an action to be performed by the robot body during the predetermined work.",positive,in_domain
939,0.75,17/684489,12070853,humanoid-robot-commercialization-technology,Soft-rigid robotic joints controlled by deep reinforcement-learning,"A robotic arm having one or more hybrid (soft-rigid) joints includes a first link, a second link, and a joint interconnecting the first link and the second link, such that the first link is movable relative to the second link along an axis of motion. The joint includes: a socket component coupled to a distal end portion of the second link and a ball component coupled to a proximal end portion of first link, the ball component is configured to rotationally fit within the socket component. The joint also includes a flexible membrane encasing the socket component and the ball component. The robotic arm is controllable using a reinforcement learning algorithm training using a simulation of the robotic arm and optionally, further training in a physical world.",positive,in_domain
940,0.75,18/279941,12617091,humanoid-robot-commercialization-technology,Safety features for a robot assembly and method of same,"A robot assembly for safe operation in a manufacturing setting with humans including a sensor for detecting movement of the robot assembly and a human location. A positional apparatus including at least one tag located on the robot apparatus and at least one detector for detecting the tag. Posture nodes associated with a human saved in memory. A method that includes, generating a task movement plan based on images captured by the sensors, tags detected by the detector, and posture nodes of a nearby human captured by the sensor.",positive,in_domain
941,0.75,18/547857,12399482,humanoid-robot-commercialization-technology,Command generation device and non-transitory computer-readable medium storing a computer program,"Provided are a command generation device and a computer program with which a robot numerical value control command can be generated without the need for consideration of coordinate values and configuration information. A numerical value control device 2 is provided with a robot numerical value control command generation unit 22 that generates a robot numerical value control command for a robot in accordance with a numerical value control program. The robot numerical value control command generation unit 22 generates the robot numerical value control command on the basis of: at least one of a motion type of a robot 30, a motion speed of the robot 30, a positioning type of the robot 30, and a coordinate value type of the robot 30; coordinate values at a robot teaching point acquired on the basis of the coordinate value type of the robot 30; and configuration information relating to the robot 30 at the robot teaching point.",positive,in_domain
942,0.75,17/689534,12415273,humanoid-robot-commercialization-technology,Control of robotic arms through hybrid inverse kinematics and intuitive reference frame,"Disclosed is an intuitive robotic device control reference frame with hybrid inverse kinematics having a natural and easier human-robot interface. A system for controlling a robot can include a robotic device that performs tasks, an input device that receives user input indicating desired movement of the robotic device to perform the tasks, and a controller that controls the robotic device based on the user input. The controller can receive signals identifying the user input, determine a ground reference frame and an end-effector reference frame for controlling movement of the robotic device, generate, based on the ground reference frame and the end-effector reference frame, an intuitive reference frame for controlling movement of the robotic device, determine controls to move the robotic device in the intuitive reference frame, generate instructions for controlling movement of the robotic device, and execute the instructions to control movement of the robotic device.",positive,in_domain
943,0.75,18/277940,12415283,humanoid-robot-commercialization-technology,Robot manipulation device and robot,"An robot operation device attached to a robot having a long tool fixed to a flange provided at a distal end of the robot, the robot operation device includes a handle having an inner hole through which the tool is inserted, the handle configured to be held by one of hands of an operator in a manner that a longitudinal axis of the tool is enclosed by the one of the hands, and a sensor configured to attach the handle to the flange, the sensor detecting force or moment applied to the handle by the operator. The robot is operable by lead-through control which changes a position and posture of the robot in response to the force or the moment detected by the sensor.",positive,in_domain
944,0.75,17/698187,12570009,humanoid-robot-commercialization-technology,Robot hand module,"A robot hand module includes a palm part and a thumb module coupled to the palm part. The thumb module includes a thumb phalangeal part movably coupled to the palm part, a thumb cable part having a first side connected to the thumb phalangeal part, and a thumb driving part connected to a second side of the thumb cable part and configured to operate the thumb phalangeal part by extending the thumb cable part to the outside or retracting the thumb cable part. The thumb cable part includes a first thumb cable extended from the thumb driving part and having a first side fixed in the thumb phalangeal part and a second thumb cable having a first side and a second side fixed in the thumb phalangeal part.",positive,in_domain
945,0.75,17/697525,12528202,humanoid-robot-commercialization-technology,Collapsible splined fingers for ratcheting engagements and high normal force exertion,"A robotic system for grasping an object including a set of movable robotic fingers that may be in the form of a gripper or other moldable robotic finger similarly formed. The robotic fingers include one or more collapsible structures on the surface of an inner pad of the two or more fingers. The collapsible structures are curved structures that support a grasped object and collapse when an object is pulled in an outward direction, the outward direction including from a base to the to the tip of the two or more fingers. A servo motor may control the movement of the fingers or the movement of the collapsible structures.",positive,in_domain
946,0.75,18/550855,12420432,humanoid-robot-commercialization-technology,Robot feedback method and robot,"A robot feedback method includes that an IMU is mounted in the robot, a plurality of first preset regions are provided with a touch sensor, the touch sensor is configured to collect an operation acting on the robot, and the IMU is configured to collect a heading angle of the robot. The robot receives a first operation acting on a first region of the first preset regions. In addition, the robot obtains location information of the first region, an operation type of the first operation, and a first offset reflecting a force of the first operation acting on the robot. Then the robot executes a first control event corresponding to the location information of the first region, the operation type of the first operation, and the force of the first operation acting on the robot.",positive,in_domain
947,0.75,18/246498,12358151,humanoid-robot-commercialization-technology,Robot control system and control device,"Provided is a robot control system (1) including a robot (200), at least one first camera (300) attached or fixed to the robot, a second camera (400) attached to a worker, and a control device (100). The control device controls the robot by specifying a position of a workpiece W or a component, or a skeletal posture or states of a worker based on an image of the first camera and an image of the second camera.",positive,in_domain
948,0.75,17/655466,12397425,humanoid-robot-commercialization-technology,System and method for robust pivoting for re-orienting parts during robotic assembly,"A manipulation controller is provided for reorienting an object by a manipulator of a robotic system. The manipulation controller includes an interface controller configured to acquire measurement data from sensors arranged on the robotic system, at least one processor, and a memory configured to store a computer-implemented method. The instructions of the method include acquiring measurement data from vision sensors and force sensors arranged on the robotic system, determining an input-output relation for the object based on a nonlinear static model representing input-output relationships between contact forces and movements of the object on the workbench, representing interaction between the object and the manipulator using complementarity constraints to capture the contact state between the object and the manipulator, formulating a representation for frictional stability of the object based on the non-linear static model at the external contacts with the workbench; formulating a bilevel optimization problem so as to maximize the frictional stability over a position trajectory of the object being manipulated on the workbench, estimating uncertainty value in physical parameters to be compensated by performing the bilevel optimization problem, solving the bilevel optimization problem using the non-linear optimization solver and generating control data with respect to a sequence of the contact forces being applied to the object by using the manipulator.",positive,in_domain
949,0.75,17/698261,12539622,humanoid-robot-commercialization-technology,Robot hand module,"A robot hand module includes a palm part and a thumb module coupled to the palm part, wherein the thumb module includes a thumb phalangeal part movably coupled to the palm part, a thumb cable part having a first side connected to the thumb phalangeal part, and a thumb driving part connected to a second side of the thumb cable part and configured to operate the thumb phalangeal part by extending the thumb cable part to the outside or retracting the thumb cable part, and wherein the thumb phalangeal part includes a thumb pre-tensioner configured to pull the thumb cable part, a first side of the thumb pre-tensioner being fixed relative to the thumb phalangeal part, and a second side of the thumb pre-tensioner being fixed to the thumb cable part.",positive,in_domain
950,0.75,17/701876,12179349,humanoid-robot-commercialization-technology,"Motion data generation system, motion data generation method, and motion data generation program of robot","A motion data generation system of a robot including an upper body, a waist, and a lower body is provided. The motion data generation system includes a subject motion data acquisition unit that acquires upper body motion data captured from motion of the upper body of a subject and captured waist motion data captured from motion of the waist of the subject, a manually generated motion data acquisition unit that acquires lower body motion data and manually generated waist motion data, the lower body motion data and the manually generated waist motion data being generated through manual input by a user, and a robot motion control unit. The robot motion control unit includes a leg state determination unit and a waist motion data generation unit.",positive,in_domain
951,0.75,17/656113,12290928,humanoid-robot-commercialization-technology,Systems and methods for flexible robotic manipulation by fast online load estimation,"Provided herein is a method for controlling a manipulator, comprising accepting an initial pose of a load and a task for moving the load and retrieving using a mapping function, an identification trajectory corresponding to the initial pose of the load and controlling a plurality of actuators of the manipulator to move the load according to the retrieved identification trajectory and obtaining measured motion data and estimated motion data of the load each corresponding to motion of the load. The method further comprises estimating parameters of the load based on the measured motion data and the estimated motion data, obtaining a model of the manipulator having the load with the estimated parameters, and determining a performance trajectory to move the load according to the task based on the obtained model of the manipulator. The method further comprises controlling the actuators to move the load according to the performance trajectory.",positive,in_domain
952,0.75,18/262577,12496732,humanoid-robot-commercialization-technology,"Computation device for calculating permissible value of external force acting on robot device or workpiece, and device for controlling robot","This control device is provided with a processing unit for calculating a permissible value of an external force that is permissible to be applied on a robot, a workpiece, or a hand. The permissible value of load that can be exerted on a constituent member of the robot is determined in advance. The processing unit calculates a permissible value of an external force in an application direction in which the external force is applied, on the basis of the position and attitude of the robot, the position of an application point where the external force is applied, and the permissible value of load of the constituent member of the robot.",positive,in_domain
953,0.75,18/278096,12454060,humanoid-robot-commercialization-technology,Control device,"A control device controls a robot in which a sensor is disposed, the control device comprising: a sensor coordinate storage unit for storing coordinate system information of a sensor coordinate system; a sensor setting storage unit for storing setting information; a sensor data receiving unit for receiving sensor data; an axis angle detection unit for detecting an angle of each of a plurality of axes included in the robot; a sensor value estimation unit for estimating a sensor value to be detected; and an anomalous sensor value determination unit for comparing the value of the sensor data and the sensor value estimated by the sensor value estimation unit and determining that the sensor data receiving unit is receiving sensor data from a sensor of another robot if the difference between the value of the sensor data and the estimated sensor value exceeds a preset threshold value.",positive,in_domain
954,0.75,17/707930,12564962,humanoid-robot-commercialization-technology,"Robot remote operation control device, robot remote operation control system, robot remote operation control method, and non-transitory computer readable medium","In a robot remote operation which recognizes a movement of an operator and transmits the movement of the operator to a robot to operate the robot, a robot remote operation control device includes: an information acquisition part, acquiring an environment sensor value acquired by an environment sensor provided in the robot or a surrounding environment of the robot and an operator sensor value, which is information indicating the movement of the operator that is detected; and an intention estimation part, estimating a motion of the operator, which is a motion instruction with respect to the robot, by using a trained model from the operator sensor value.",positive,in_domain
955,0.75,17/708335,12290942,humanoid-robot-commercialization-technology,"Method for controlling robot, robot system, and storage medium","Provided is a method for controlling a robot including a base, a robot arm coupled to the base, and a drive unit including a motor for driving the robot arm. The method includes a first step of acquiring weight information including information on a weight of an end effector installed on the robot arm and a weight of an object to be worked by the end effector; a second step of determining a frequency component to be removed from a drive signal for driving the motor based on the weight information acquired in the first step; and a third step of removing the frequency component determined in the second step from the drive signal to generate a correction drive signal.",positive,in_domain
956,0.75,17/708142,12162168,humanoid-robot-commercialization-technology,"Method for controlling robot, robot system, and storage medium","Provided is a method for controlling a robot including a base, a robot arm coupled to the base, and a drive unit including a motor for driving the robot arm. The method includes a first step of acquiring target position information on a target position when the robot arm is moved; a second step of determining a frequency component to be removed from a drive signal for driving the motor based on a posture of the robot arm at the target position of the acquired target position information; and a third step of removing the frequency component determined in the second step from the drive signal to generate a correction drive signal.",positive,in_domain
957,0.75,17/708258,12194633,humanoid-robot-commercialization-technology,"Method for controlling robot, robot system, and storage medium","Provided is a method for controlling a robot including a base, a robot arm coupled to the base, and a drive unit including a motor for driving the robot arm. The method includes a first step of acquiring weight information including information on a weight of an end effector installed on the robot arm and a weight of an object to be worked by the end effector, a second step of determining a frequency component to be removed from a drive signal for driving the motor based on the weight information acquired in the first step, and a third step of removing the frequency component determined in the second step from the drive signal to generate a correction drive signal.",positive,in_domain
958,0.75,17/711960,11478927,humanoid-robot-commercialization-technology,Hybrid computing architectures with specialized processors to encode/decode latent representations for controlling dynamic mechanical systems,Provided is a robot that includes: a first sensor having a first output and configured to sense state of a robot or an environment of the robot; a first hardware machine-learning accelerator coupled to the first output of the first sensor and configured to transform information sensed by the first sensor into a first latent-space representation; a second sensor having a second output and configured to sense state of the robot or the environment of the robot; a second hardware machine-learning accelerator configured to transform information sensed by the second sensor into a second latent-space representation; and a processor configured to control the robot based on both the first latent-space representation and the second latent-space representation.,positive,in_domain
