family_id,expansion_level,is_seed,text,cats.SEED,cats.NOT_SEED
70563488,SEED,1,"Method for manufacturing shear deformation type phase change crack resistance by laser additive manufacturing

The invention discloses a method for laser additive manufacturing shear deformation type phase change crack resistance, which comprises the steps of adopting a laser additive manufacturing technology, and taking high-entropy alloy powder with FCC → HCP martensite phase change as additive manufacturing special powder; drying the metal powder in a vacuum drying oven for 12 hours at the drying temperature of 120 ℃; performing additive manufacturing printing on the dried high-entropy alloy powder, wherein the printing parameters are as follows: the laser power is 400W; the scanning speed is 800-; the scanning distance is 0.09 mm; the powder spreading thickness is 0.03 mm; the substrate preheating temperature was 100 ℃. The invention solves the problem of metallurgical defects such as thermal crack deformation and the like caused by high temperature and high stress gradient in a molten pool in the traditional laser additive manufacturing process. On the basis of the research, the idea of inhibiting thermal cracks in the additive manufacturing alloy by stress-induced martensite phase transformation is expanded to other additive manufacturing alloy systems, and a novel method is provided for additive manufacturing of crack-free alloy.",1,0
60083746,SEED,1,"Removable support material for additive manufacturing

A support material for use in additive manufacturing includes greater than about 30 weight percent up to about 70 weight percent of a C12 to C18 fatty alcohol ethoxylate and about 30 weight percent to about 70 weight percent of a C16 to C22 fatty alcohol, a transition temperature measured as the temperature immediately before phase change, based on viscosity measurement, is less than about 65 °C.  A system for additive manufacturing includes such a support material and a build material, the ratio of C12 to C18 fatty alcohol ethoxylate to C16 to C22 fatty alcohol is selected for property matching of the support material to the build material. A method of additive manufacturing includes providing such a system and printing via an inkjet printer the support material and the build material to provide a precursor to a three-dimensional printed article.",1,0
65001762,SEED,1,"Color mapping resources for fusing agents and colorants

In an example, a method includes determining an additive manufacturing process instruction, the additive manufacturing process instruction comprising an instruction specifying a coverage of a set of print agents comprising a fusing agent and a colorant to be applied to build material. A color and a behavioural property of carrying out an additive manufacturing process according to the additive manufacturing process instruction may be determined and, in response to a determination that the behavioural property meets predetermined parameters, the instruction and the color may be added to a color mapping resource.",1,0
70740800,SEED,1,"Mass customization in additive manufacturing

A method for the production of an object by additive manufacturing includesinputting a boundary shape and desired mechanical properties for said object, subdividing said boundary shape into work cells, providing lattices in a database, each lattice including a geometry and a mechanical property,filling a first one of said work cells with a lattice from the database, the lattice selected based on the correspondence of the mechanical properties of said lattice to said desired mechanical properties of said object,filling the remaining ones of said work cells with lattices from said database to produce a filled boundary shape, each said lattice selected based onthe correspondence of the mechanical properties of said lattice to the desired mechanical properties of the object and the compatibility of adjacent lattices in adjacent work cells with one another, then performing a modification operation on the lattice of a work cell.",1,0
26940037,SEED,1,"Stereolithographic apparatus with means to measure and control the level of fluid

A stereolithography method and system for producing three-dimensional plastic objects by forming a plurality of thin layers of partially cured plastic material which are thin cross sections of the desired object. A layer of polymerizable resin is applied to a support surface and the excess is struck off, such as with a doctor blade, to form a smoothed layer. The smoothed layer is subjected to radiation in a predetermined pattern to form the cross-sectional layer into the desired shape. A plurality of layers are subsequently applied, leveled, then cured in the same manner to produce the desired three-dimensional object. Apparatus for measuring the level of the surface of a fluid is also provided. Variations in the level of fluid will be detected and may be used to drive a pump, diaphragm, or plunger in order to maintain the level of the fluid.",1,0
73680166,SEED,1,"Method and system for printing 3d shape equipped with penetrated polygon pattern

The printing method of a 3D shape having a pierced polygon master pattern according to an embodiment of the present invention includes a first step of 3D modeling a shape having a pierced polygon master pattern, and a first step of converting the 3D modeled shape into a 3D file. Including step 2 and a third step of printing the shape according to the converted 3D file, the first step is distortion of the vertices of the penetrated polygon master pattern by forming and modeling a dummy pattern at each vertex of the pierced polygon master pattern. It may include the step of preventing.",1,0
69645841,SEED,1,"Method and system for monitoring a powder bed process in additive manufacturing

There is provided a method of monitoring a powder bed process in additive manufacturing, using at least one processor. The method including: obtaining a first image of a powder bed layer from scanning the powder bed layer in a first scanning direction using a first contact image sensor, the powder bed layer being formed by a powder re-coater arm in the powder bed process and the first contact image sensor being attached to the powder re-coater arm; determining a focus level property of the first image; and detecting non-uniformities in the powder bed layer based on the focus level property of the first image. There is also provided a corresponding system for monitoring a powder bed process.",1,0
58455641,SEED,1,"Method of making nanocrystalline articles using additive manufacturing

Embodiments described herein generally relate to systems and methods for making nanocrystalline and / or microcrystalline metal alloy articles using nanocrystalline metal alloy particles or powders using additive manufacturing. In some embodiments, a manufacturing method for making an article comprises disposing a plurality of nanocrystalline particles and selectively bonding the particles together to form the article. In some embodiments, the nanocrystalline particles can be sintered to bind the particles together. In some embodiments, a plurality of nanocrystalline particles can be disposed on a substrate and sintered to form an article. The substrate can be a base or a precursor layer of bonded particles. In some embodiments, the nanocrystalline particles can be selectively bonded together (eg, sintered) substantially simultaneously with placement on the substrate.",1,0
62873561,SEED,1,"Device and method for continuous extrusion-based fiber additive manufacturing

ABSTRACT The present invention relates to a device for continuous extrusion-based fiber additive manufacturing, including an extrusion chamber including at least one base polymer material inlet for feeding a base polymer material to the chamber and an extrusion outlet for extruding the base polymer material from the extrusion chamber and a fiber feed system, the fiber feed system comprises at least one fiber inlet for feeding a fiber material to the fiber feed system and a fiber outlet for discharging the fiber material from the fiber feed system. The extrusion outlet and fiber outlet are positioned such that the continuous fiber additive is formed after the base polymeric material is extruded from the extrusion outlet or the extrusion chamber. The present invention further relates to a method for continuous extrusion-based fiber additive manufacturing and a fiber additive obtained by the method of the present invention.",1,0
56974161,SEED,1,"3d model recognition apparatus and method

In embodiments, apparatuses, methods and storage media (transitory and non-transitory) are described that receive a first 3D model of a 3D object, and determine a second 3D model to replace the first 3D model, wherein the second 3D model is a fuller representation of the 3D object than the first 3D model. In embodiments, the second 3D model may be manipulated, metadata corresponding to a material property of the 3D object may be provided, 3D models of component parts of the 3D object may be provided, or the second 3D model may be used to construct an object with a 3D printer. Other embodiments may be described and/or claimed.",1,0
69527685,SEED,1,"active cooling technique for additive manufacturing

active cooling technique for additive manufacturing the present invention deals with an active cooling technique for additive manufacturing by direct energy deposition (with electric arc, laser or other compatible material melting-deposition sources), for manufacturing metal parts, based on in the continuous and controlled quasi-immersion of the preform in a liquid cooling fluid for the entire period of its construction in a vat. thus, the cooling rate of the non-immersed part of the preform and the interpass temperature are controlled by continuous and controlled regulation of the level of the cooling fluid blade and by the heat exchange with its immersed part, already in temperature equilibrium with the fluid . so, by promoting better thermal management of the preform, it is possible to obtain higher manufacturing productivity and parts with better mechanical characteristics.",1,0
65305437,SEED,1,"A kind of 4D printed material for temperature control reversible deformation

The invention belongs to 3D printing Material Fields, particularly belong to the 3D printing material of Stereolithography, the material is incuded by the different temperatures of external environment controlled range after Stereolithography, the reversible change of form is presented, the temperature range of this reversible change is between -15-95 DEG C, when temperature is greater than the temperature range, irreversible change is presented in material inactive, less than the temperature range, material morphology variation is temperature independent.Since the above-mentioned characteristic of the material causes the 4D printed material of temperature control reversible deformation not to be suitable for FDM(fusion sediment) forming technique, material of the present invention belongs to SLA(photocuring) moulding resin scope.The material includes that each component of following weight percent is prepared: 25 parts of polymerization reaction body, 10 parts of photoinitiator, 5 parts of temperature-sensitive auxiliary agent, 0.5 part of high-temperature aging resisting agent, temperature sensitive 8 parts of deformation monomer, 30 parts of diluent, 3 parts of light reaction auxiliary agent, 5 parts of flexible filler.The drawbacks of 4D printed material preparation process provided by the invention is simple, and yield is high, while the shape for solving current 3D printing material is not temperature controlled, the material have important scientific meaning and prospect of the application.",1,0
72180476,SEED,1,"Nano oxide dispersion strengthened steel part and rapid additive manufacturing method thereof

The invention belongs to the technical field related to additive manufacturing, and discloses a nano oxide dispersion strengthened steel piece and a rapid additive manufacturing method thereof, wherein the method comprises the following steps: (1) performing ball milling and mixing on alloy steel powder and nano oxide powder to obtain mixed powder; (2) wrapping the steel belt with the mixed powder, and performing forming and wire drawing to obtain a flux-cored wire; (3) taking a flux-cored wire as a raw material, and carrying out multi-channel multi-layer arc fuse additive manufacturing on a substrate by using arc fuse manufacturing equipment according to a robot code corresponding to a three-dimensional model of a part to be manufactured so as to obtain a nano oxide dispersion strengthened steel part. The invention utilizes the characteristics of small arc fuse molten pool smelting and rapid cooling solidification to inhibit the growth and aggregation of nano oxides, and utilizes the characteristics of no need of a mould in additive manufacturing and high forming efficiency to realize the preparation of large-scale complex metal components, improve the preparation efficiency and provide a new way for large-scale preparation of nano ODS steel.",1,0
60459062,SEED,1,"Additive manufacturing method, method and equipment for preparing gradient thin film material

The invention discloses an additive manufacturing method, a method and equipment for preparing a gradient film material, belongs to the technical field of additive manufacturing, and aims to solve the technical problems of low efficiency, large and uneven grain size and poor binding force of a binding area. The additive manufacturing method comprises the following steps: 1) obtaining a first tissue layer: taking the substrate as a cathode and the deposition material as an anode, and depositing the deposition material on the surface of the substrate to form a first tissue layer; 2) obtaining an N (2 is more than or equal to N and less than or equal to N) layer tissue layer: depositing a deposition material on the surface of the n-1 tissue layer and forming an n tissue layer by taking the substrate obtained after the n-1 tissue layer is obtained as a cathode and the deposition material as an anode; rolling the nth tissue layer to control the deformation and reduce the surface roughness; 3) when all the N layers of the structure layers are obtained, carrying out heat treatment; the grain sizes of two adjacent tissue layers are different and/or the deposited materials forming the two adjacent tissue layers are different.",1,0
68344733,SEED,1,"Dual wire welding or additive manufacturing contact tip and diffuser

A welding or additive manufacturing contact tip (200, 700) includes an electrically-conductive body extending from a proximal end of the body to a distal end of the body. The body forms a first bore terminating at a first exit orifice (701, 702) at a distal end face of the body, and a second bore terminating at a second exit orifice (701, 702) at the distal end face of the body. The first and second exit orifices (701, 702) are separated from each other by a distance configured to facilitate formation of a bridge droplet between a first wire electrode (E1, E2) delivered through the first bore and a second wire electrode (E1, E2) delivered through the second bore during a deposition operation.",1,0
59087631,SEED,1,"Reinforcement System for Additive Manufacturing, Devices and Methods Using the Same

Reinforcement systems for additive manufacturing are disclosed. In some embodiments, the reinforcement systems include a print head assembly including a print head that is configured to form a plurality of layers of an additively manufactured article, and a reinforcement head. The reinforcement head may be configured to form at least one reinforcement element on or within a working layer of the plurality of layers formed by the print head. Additive manufacturing systems including such reinforcement systems and methods of additive manufacturing using those reinforcement systems are also disclosed.",1,0
61184734,SEED,1,"A kind of cack and its 3D printing method

The invention discloses a kind of cack and its 3D printing method.The cack includes sole and vamp, the vamp includes forefoot portion and heel portion, and the heel portion is divided into symmetrical two pieces, and every piece of antetheca is connected as a single entity with forefoot portion, two pieces of rear wall region is superposed, and the fastener by being arranged on rear wall is closed together.The 3D printing method includes first establishing vamp and sole model, then prints inboard vamp, fixed thread gluing, printing outside vamp, the inboard sole of printing, securing footwear upper edge, printing lateral shoe bottom according to model, that is, the cack of the present invention is made.The cack of the present invention wear off conveniently, one-hand operation, usage time length, the 3D printing method that uses of the present invention, technique is simple, non junction, seamless, is integrally formed, obtained cack is comfortable and easy to wear, firm.",1,0
56110296,SEED,1,"Resource allocation for divided 3D printing jobs

3D printing may include receiving 3D modeling data from a device, transmitting information regarding available 3D printers in a cloud environment to the device, receiving a request to divide a printing task from the device, selecting at least one of the available 3D printers, dividing the 3D modeling data into portions of sub-data based on the request, matching respective portions of the sub-data to at least one of the selected 3D printers.",1,0
65031558,SEED,1,"Process for manufacturing an aluminum alloy part

The invention relates to a method for manufacturing a part (20) comprising the formation of successive solid metal layers (201 ... 20n), superimposed on each other, each layer describing a pattern defined from a digital model. (M), each layer being formed by the deposition of a metal (25), said filler metal, the filler metal being subjected to a supply of energy so as to melt and to constitute, in solidifier, said layer, in which the filler metal takes the form of a powder (25), the exposure of which to an energy beam (32) results in a fusion followed by solidification so as to form a solid layer (201 ... 20n), the method being characterized in that the filler metal (25) is an aluminum alloy comprising at least the following alloying elements: - If, according to a mass fraction of 1% to 4%, preferably 1 to 3%; - Fe, according to a mass fraction of 1% to 15%, preferably from 2 to 10%; - V, according to a mass fraction of 1 to 5%, preferably from 1 to 3%; - at least one element chosen from: Ni, La and / or Co, according to a mass fraction of 0.5 to 15%, preferably from 1 to 10%, more preferably from 3 to 8% each, and less than or equal to 15%, preferably less than or equal to 12% in total. The invention also relates to a part obtained by this method. The alloy used in the additive manufacturing process according to the invention makes it possible to obtain parts with remarkable characteristics.",1,0
32271640,SEED,1,"Resin composition

[PROBLEMS] To form a strong film excellent in storage stability by being cured with high sensitivity by light or heat, and capable of forming a three-dimensional stereolithography, holography, planographic printing plate, color proof, photoresist and color filter. A resin composition useful as a light or thermosetting composition for use in image recording materials such as inks, paints, and adhesives.   (A) A side chain of a main chain polymer has a terminal ethylenically unsaturated bond via a linking group containing a hydrogen bonding group and a ring structure, and is soluble or swells in water or an aqueous alkali solution. It contains a polymer compound and (B) a compound that generates radicals by light or heat.   [Selection figure] None",1,0
65234662,SEED,1,"additive manufacturing method using high performance polyolefins

a method of fabricating an article using an additive fabrication technique may include melting a polymer composition; activation of the polymer composition with one or more activating agents; and depositing the molten polymer composition to manufacture the article. an article can include a plurality of printed layers of a polyolefin composition, in which the polyolefin composition is prepared from the deposition of an activated polyolefin composition, in which the polyolefin composition is activated by one or more activating agents.",1,0
52435001,SEED,1,"Two material injection molding apparatus component and additive manufacturing process therefor

A valve pin in an injection molding system having an axis and comprising: a first body portion formed into a stem that is comprised of a first selected metal material, the stem comprising an elongated shaft having an upstream end interconnected to an actuator and a downstream end, a second body portion that is formed integrally together with the stem and is comprised of a second selected material different from the first material, the second body portion formed together with and extending distally from the downstream end of the stem into a distal-most extending tip end that is integral or unitary with the stem, the second selected material having a substantially greater degree of resistance to corrosion or wear or abrasion than the first selected material, the distal-most extending tip end being formed into a geometry or configuration that is complementary to a preselected geometry or configuration of a gate such that when the valve pin is moved into a gate closed position the distal-most extending tip end engages an interior surface of the gate to prevent injection fluid from flowing through the gate.",1,0
46315654,SEED,1,"Voice coil mechanism for use in additive manufacturing system

A print head assembly that includes a receptacle supported from a carriage frame and configured to receive a print head, and a toggle mechanism configured to move the receptacle relative to the carriage frame.",1,0
58347042,SEED,1,"Multivariable statistical process control for additive fabrication of laser powder beds

The present invention relates to a method for reducing variations in additively manufactured parts or objects using a multivariate statistical control process. The invention also relates to systems and software that can be used to implement the methods in an additive manufacturing apparatus or device.",1,0
66098339,SEED,1,"Three-dimensional printing

Described herein are compositions, kits, methods, and systems for printing metal three-dimensional objects. In an example, described is a composition for three-dimensional printing comprising: a metal powder build material, wherein the metal powder build material has an average particle size of from about 10 μm to about 250 μm; and a binder fluid comprising: an aqueous liquid vehicle, and latex polymer particles dispersed in the aqueous liquid vehicle, wherein the latex polymer particles have an average particle size of from about 10 nm to about 300 nm.",1,0
66530142,SEED,1,"Additive manufacturing method assisted by a granular constrained medium

The invention relates to an additive manufacturing method and device implementing the deposition of a material to form a three-dimensional object. At least one step of depositing the material is carried out in suspension within a granular constrained medium (8) which comprises: a granular phase (6) consisting solely of a material (9) in the form of discrete and solid elements which interact at contact areas (12) with each other; and a gaseous interstitial phase (13).",1,0
60675944,SEED,1,"System and method for distortion mitigation and compensation in additive manufacturing proccesses through b-spline hyperpatch field

According to some embodiments, system and methods are provided comprising generating a nominal computer-aided design (CAD) image of a component; producing a physical representation of the component from the nominal CAD image using an additive manufacturing (AM) process; measuring the physical component to obtain measurement data; determining a deviation between geometry associated with the nominal CAD image and the obtained measurement data; determining a compensation field for the deviation, if the deviation is outside of a tolerance threshold; modifying the nominal CAD image by the compensation field; and producing a physical representation of the component from the modified nominal CAD image. Numerous other aspects are provided.",1,0
56850608,SEED,1,"Active-energy-ray-curable composition, active-energy-ray-curable ink, composition stored container, method and apparatus for forming two-dimensional or three-dimensional image, two-dimensional or three-dimensional image, structure, and processed product

An active-energy-ray-curable composition including: a cyan pigment; and a polymerizable compound, wherein a ratio of absorbance at a wavelength of 385 nm to absorbance at a wavelength of 620 nm is 0.65 or less.",1,0
69938566,SEED,1,"A 3D printing system, and a driving method thereof

In the present invention, by rotating a plurality of nozzles having different diameters to rotate and replacing nozzles that are engaged with the content supply unit, the contents can be discharged in various sizes, and compressed air is supplied by communicating the nozzles that have been discharged with the air injection unit. The 3D printing nozzle module capable of discharging the remaining contents inside the nozzle to the outside, a 3D printing system and a driving method thereof, the main body having a plurality of holes spaced apart at regular intervals, communicating with the holes and using compressed air At least one air injection unit to be supplied, a plurality of content supply units communicating with the other holes except for the hole into which the air injection unit is inserted, and supplying different contents, located inside the main body, the driving unit generating rotational driving force, Located in the lower part, the rotating part and the rotating part rotated by the rotational driving force of the driving part Along and spaced at a predetermined interval, and to rotate together with the rotation of the rotary part comprises a plurality of nozzles fastened to the air inlet or the contents supply portion, respectively.",1,0
66334415,SEED,1,"Method, device and powder for the additive manufacturing of a component with oxide dispersion strengthening and corresponding component

A method for the additive manufacturing of a component (10) is provided, comprising the following steps:- providing a powdered base material (P1) for a component (10), in particular a component for the hot gas path of a gas turbine, - building up the component (10) layer by layer on a building platform (1) by fusing individual layers (S) of the base material (P1), and - introducing an oxide dispersion strengthening into a region (B) of the component (10) to be additively manufactured by means of an oxidic additive, wherein the region (B) is usually exposed to high thermomechanical loading during operation of the component (10).",1,0
57755439,SEED,1,"Radiopaque 3D printing ink

",1,0
49626937,SEED,1,"Additive manufacturing method and apparatus

A method for forming a three-dimensional article, said method comprising the steps of: providing a predetermined amount of powder for forming a first powder layer on a start plate, distributing said predetermined amount of powder with a powder distributor for forming said first powder layer, directing an energy beam over said start plate causing said first powder layer to fuse in selected locations according to a model to form a first cross section of said three-dimensional article. At least one image of the powder to be distributed is captured with a camera at least one time during said distribution of said powder on said start plate for forming said first powder layer and at least one value of at least one parameter in said image detected with said camera is compared with a reference parameter value.",1,0
62810048,SEED,1,"Method based on 3D printing technique concrete fracture performance test test specimen

The present invention relates to a kind of method based on 3D printing technique concrete fracture performance test test specimen, specific steps：（1）Make the 3D models of test piece mould；（2）3D models are printed using water-soluble material HIPS, obtain mold；（3）Make concrete sample；（4）Concrete sample demoulds：Just after one-step forming, concrete sample and mold are integrally immersed in lysate for concrete sample, until mold dissolves, after demoulding, are conserved, are finally obtained with the concrete sample with high emulation crack to preliminary molding concrete sample.This method uses 3D printing rapid shaping technique（I.e. based on digital model file, with adhesive materials such as powdery metal or plastics, the technology of object is constructed by layer-by-layer printing）, first convert true crack to mathematical model, the test piece mould with crack printed by digital technology file printing machine later, to realize the simulation in crack.",1,0
71142705,SEED,1,"Mixing nozzle

The present invention is an invention for a mixing nozzle of a 3D printer, and aims to continuously manufacture products of various colors during product processing. More specifically, a plurality of powder tanks 100 each containing a color pellet P is accommodated; a mixing chamber 200 in which color pellets are supplied, mixed and dissolved from the respective powder tanks; and the mixing chamber It is combined, it is made of a configuration comprising a; vent hole 300 is formed.",1,0
66437381,SEED,1,"System for gas supply in additive manufacturing of metallic components

A gas supply system for the a protective atmosphere in apparatus for the production of metallic components by additive manufacturing includes a gas induction housing mountable at a first location of a housing processing chamber housing, having an inlet port and an outlet opening with the inlet port connectable to a source of protective gas for the processing chamber to enable a flow of the gas to the processing chamber. The system further includes an eduction housing mountable at a second location of the processing chamber, having an inlet opening and an outlet port to enable gas to be drawn from the processing chamber, into the eduction housing, for discharge from the outlet port.",1,0
9430344,SEED,1,"Method for fabricating a fractal object by stereolithography and fractal object obtained by such method

The invention relates to methods for fabricating fractal objects. According to the invention, the method consists in iterating homothetic down-scaling of a mother generator defined by tridimensional coordinates, storing the coordinates of each daughter object which has been obtained by such down-scaling, and iterating such down-scaling until one of the dimensions of a daughter object becomes smaller than a given threshold value. The coordinates of daughter objects are then provided to a stereolithography device which fabricates the fractal object defined by assembling the daughter objects.",1,0
62905606,SEED,1,"Additive manufacturing of elastomeric seals for repair

A method of modifying or repairing a fluid conduit assembly includes scanning a sealing feature of a fluid conduit, the sealing feature including an abnormality, creating a 3D model of a sealing member configured to provide a fluid seal with the sealing feature, and utilizing the 3D model to form the sealing member via additive manufacturing. The method may include modifying the sealing feature of the fluid conduit to reduce or remove the abnormality and provide the sealing feature with modified dimensions. Scanning the sealing feature may include determining the modified dimensions of the sealing feature.",1,0
64556813,SEED,1,"Heater comprising a part manufactured by additive manufacturing

A method of manufacturing a heater (1) for an aerosol-generating device (100), the method comprising: forming a heater body which comprises a heater body frame (10) and a heating element (20), the heater body defining at least portion of a boundary (31)of a heating chamber (30) for receiving an aerosol-generating article (200) such that the heating element (20) is suitable for heating the heating chamber (30), wherein at least part of the heater body is manufactured by additive manufacturing.",1,0
64176427,SEED,1,"Additive manufacturing method for discharging interlocking continuous reinforcement

An additive manufacturing method is disclosed. The method may include directing into a print head a reinforcement having a continuous axial core and integral branches extending radially outward from the continuous axial core. The method may also include coating the reinforcement in a matrix, and softening a portion of a track of the coated reinforcement that was previously discharged from the print head. The method may further include discharging from the print head a track of the coated reinforcement adjacent the previously discharged track of the coated reinforcement, such that cross-bonding of the integral branches occurs between the discharging track of the coated reinforcement and the softened portion of the previously discharged track of the coated reinforcement.",1,0
68296355,SEED,1,"Situ monitoring of stress for additively manufactured components

A material deposition process including in situ sensor analysis of a component in a formation state is provided. The material deposition process is implemented in part by a sensor device of an additive manufacturing machine producing the component. The material deposition process includes sensing, by the sensing device, in situ physical properties of an area of interest of the component during a three-dimensional object production. Compliance to specifications or defects are then detected in the in situ physical properties with respect to pre-specified material requirements. The defects are analyzed to determine corrective actions, and an updated three-dimensional object production, which includes the corrective actions, is implemented to complete the component.",1,0
22930946,SEED,1,"Stereolithographic method and apparatus with enhanced control of prescribed stimulation and application

A rapid prototyping and manufacturing (e.g. stereolithography) method and apparatus for producing three-dimensional objects by selectively subjecting a liquid or other fluid-like material to a beam of prescribed stimulation. In a preferred embodiment a source of prescribed stimulation is controlled to reduce or inhibit the production of the prescribed stimulation during at least some periods when the prescribed stimulation is not needed to expose the material. In another preferred embodiment, the source of stimulation is controlled to vary the quantity of prescribed stimulation that is produced and allowed to reach the material. In an additional preferred embodiment control of laser output occurs based on a combination of supplying a regulated amount of voltage to an AOM in conjunction with temporary sensing of laser power and a known desired power to attain. In a further preferred embodiment, a quantity of prescribed stimulation may be set by consideration of desired solidification depths to be used, beam profile characteristics, material properties, and scanning speed limitations for different data types. In a still further preferred embodiment, a transition between selected consecutive exposure vectors is performed by scanning one or more interposed non-exposure vectors with the beam inhibited from reaching the building material.",1,0
53682015,SEED,1,"Use of 3d printing for anticounterfeiting

",1,0
56390356,SEED,1,"Method for manufacturing complex metal part by combining additive manufacturing with milling

The invention relates to a method for manufacturing a complex metal part by combining additive manufacturing with milling. The additive manufacturing machining technology is combined with the traditional subtractive manufacturing machining technology on a machine tool, so that the high precision and high finish degree of the part as well as manufacturing of the complex part are realized, and the production capacity of additive manufacturing is further expanded and supplemented. With the adoption of the method for manufacturing the complex metal part by combining additive manufacturing with milling, machining of a base material and a cladding material and the final finish machining technology can be completed in the one-time clamping process, the production cost can be saved, and the time for delivery of products can be shortened.",1,0
40813321,SEED,1,"Stabilized resin cross-linking agent

A cross-linking agent composition that cross-links by ionic reaction, which can be uniformly dispersed when mixed with a cross-linked resin, and stably coexists without reacting with the cross-linked resin until heated and melted. Crosslinker composition that can quickly form a cross-linked structure with a cross-linked resin by heating and melting to improve strength, heat resistance, mechanical properties, etc., and its application to hot melt bonding and powder additive manufacturing Provide a method.   The crosslinker composition of the present invention comprises at least one multifunctional selected from multifunctional (meth) acrylamide, multifunctional (meth) acrylate, and multifunctional (meth) allyl (iso) cyanurate. The compound (A) has a melting point lower than that of the polyfunctional compound (A) as a matrix and is dispersed in the polymer (B) that is non-reactive with the polyfunctional compound (A). It is characterized by stabilization.   [Selection figure] None",1,0
52004798,SEED,1,"Method and apparatus for three-dimensional fabrication

The present invention relates to methods and an apparatus for the fabrication of solid three-dimensional objects from liquid polymerizable materials.",1,0
69167691,SEED,1,"Recoating Assembly for an Additive Manufacturing Machine

An additive manufacturing machine includes a build platform being movable along a build direction and a powder supply assembly for dispensing additive powder above a build plane. A recoating assembly is used for spreading the additive powder into a build layer on the powder bed. The recoating assembly includes a support beam that slidably supports a recoater blade and moves along a recoater direction over the powder bed. A blade positioning mechanism adjusts the vertical position of the recoater blade in response to measurements from a sensing device which measures a tip clearance between the recoater blade and the build plane. The tip clearance may be measured along the length of the recoater blade while stationary and while moving along the recoater direction to obtain a smooth and level layer of additive powder.",1,0
64110275,SEED,1,"Mass customization in additive manufacturing

A method for the production of an object by additive manufacturing includes inputting a boundary shape and desired mechanical properties for said object, subdividing said boundary shape into a plurality of adjacent work cells, providing a plurality of lattices in a database, each lattice of the database including a geometry and a mechanical property, filling a first one of said work cells with a lattice from the database, the lattice selected based on the correspondence of the mechanical properties of said lattice to said desired mechanical properties of said object, filling the remaining ones of said work cells with lattices from said database to produce a filled boundary shape, each said lattice selected based on: the correspondence of the mechanical properties of said lattice to the desired mechanical properties of the object, and the compatibility of adjacent lattices in adjacent work cells with one another.",1,0
53520580,SEED,1,"Device, method, and system of three-dimensional printing

Device, system, and method of three-dimensional printing. A device includes: a first 3D-printing head to selectively discharge or deposit conductive 3D-printing material; a second 3D-printing head to selectively discharge or deposit insulating 3D-printing material; and a processor to control operations of the first and second 3D-printing heads based on a computer-aided design (CAD) scheme describing a printed circuit board (PCB) intended for 3D-printing. A 3D-printer device utilizes 3D-printing methods, in order to 3D-print: (a) a functional multi-layer PCB; or (b) a functional stand-alone electric component; or (c) a functional PCB having an embedded or integrated electric component, both of them 3D-printed in a unified 3D-printing process; or (d) a functional appliance or article, in its entirety, including both an electronic circuit and non-electronic parts or mechanical structures.",1,0
60663214,SEED,1,"Manufacturing material for 3D printer and manufacturing method of 3D object

A modeling material used for a hot melt lamination type 3D printer, including a cyclic olefin resin and at least one selected from the group consisting of a terpene resin and a petroleum resin.",1,0
54023394,SEED,1,"3d printing method and system

The present invention relates to the technical field of printing. Disclosed are a 3D printing method and system. The method comprises: converting a to-be-printed three-dimensional model recording material information, into two-dimensional polygons on multiple layers, and making each two-dimensional polygon comprise the material information; dividing a two-dimensional polygon comprising various types of material information on each layer into a plurality of two-dimensional sub-polygons, and making each two-dimensional sub-polygon only comprise one type of material information; and controlling multiple spray nozzles to print the two-dimensional sub-polygons one by one by layer according to the material information comprised in each two-dimensional sub-polygon. Also disclosed is a 3D printing system. In the present invention, multi-spray- nozzle and multi-material 3D printing is implemented.",1,0
62117081,SEED,1,"Powder spreading in binder jetting for additive manufacturing

The devices, systems, and methods of the present disclosure are directed to spreading powder to facilitate accurate layer-by-layer fabrication of three-dimensional objects formed through binder jetting. More specifically, a spreader may be moved across a volume defined by a powder box to spread the powder in a layer. As the spreader is moved across the volume, the spreader may vibrate to pack the powder in the volume. By applying this vibration to the powder on a layer-by-layer basis, the resulting three-dimensional object formed through the binder jetting process may have improved density. In turn, such improved density may be useful for forming the three-dimensional objects into finished parts meeting target density standards, which may be particularly useful in the fabrication of metal parts. Further, or instead, applying vibration to the powder may reduce the likelihood of layer-to-layer variations in the three-dimensional object, thus reducing the likelihood of defects in finished parts.",1,0
64743061,SEED,1,"Additive manufacturing process for adhesives and adhesive articles

The invention provides a method of making an adhesive comprising obtaining an actinic radiation polymerizable adhesive precursor composition disposed against a surface of an actinic radiation transparent substrate, and irradiating a first portion of the actinic radiation polymerizable adhesive precursor composition through the actinic radiation transparent substrate to a first irradiation dose. The method further includes irradiating a second portion of the actinic radiation polymerizable adhesive precursor composition through the actinic radiation transparent substrate for a second irradiation dose. The first portion and the second portion are adjacent to or overlap each other, and the first irradiation dose and the second irradiation dose are different. The method forms a unitary adhesive having a variable thickness in an axis perpendicular to the surface of the actinic radiation transparent substrate. Additionally, an adhesive article is provided that includes a substrate having a major surface and a unitary adhesive disposed on the major surface of the substrate. Additionally, a method is provided that includes receiving, by a manufacturing device having one or more processors, a digital object, the digital object including data specifying an article of manufacture; and generating, with the manufacturing apparatus, a digital object-based article of manufacture by an additive manufacturing process. A system is provided that includes a display that displays a 3D model of an article; and one or more processors responsive to the 3D model selected by the user to cause the 3D printer to produce a physical object of the artefact.",1,0
